,character,structure,segment,number,
U+068D2,棒,0,木奉,奉聲,
U+068D3,棓,0,木咅,咅聲,
U+068D4,棔,0,木昏,昏聲,
U+068D5,棕,0,木宗,宗聲,
U+068D6,棖,0,木長,長聲,
U+068D7,棗,1,朿朿,會意,
U+068D8,棘,0,朿朿,會意,
U+068DA,棚,0,木朋,朋聲,
U+068DD,棝,0,木固,固聲,
U+068DF,棟,0,木東,東聲,
U+068E0,棠,1,尚木,尚聲,
U+068E1,棡,0,木岡,岡聲,
U+068E3,棣,0,木隶,隶聲,
U+068E5,棥,4,林爻,會意,
U+068E7,棧,0,木戔,戔聲,
U+068E8,棨,1,啓木,啓省聲,
U+068EA,棪,0,木炎,炎聲,
U+068EB,棫,0,木或,或聲,
U+068EE,森,1,木林,會意,
U+068EF,棯,0,木念,念聲,
U+068F1,棱,0,木夌,夌聲,
U+068F2,棲,0,木妻,妻聲,
U+068F3,棳,0,木叕,叕聲,
U+068F7,棷,0,木取,取聲,
U+068F9,棹,0,木卓,卓聲,
U+068FA,棺,0,木官,官聲,
U+068FC,棼,1,林分,分聲,
U+068FD,棽,1,林今,今聲,
U+068FF,棿,0,木兒,兒聲,
U+06900,椀,0,木宛,宛聲,
U+06904,椄,0,木妾,妾聲,
U+06905,椅,0,木奇,奇聲,
U+06906,椆,0,木周,周聲,
U+06908,椈,0,木匊,匊聲,
U+06909,椉,1,入桀,會意,
U+0690B,椋,0,木京,京聲,
U+0690C,椌,0,木空,空聲,
U+0690D,植,0,木直,直聲,
U+0690E,椎,0,木隹,隹聲,
U+0690F,椏,0,木亞,亞聲,
U+06910,椐,0,木居,居聲,
U+06911,椑,0,木卑,卑聲,
U+06912,椒,0,木叔,叔聲,
U+06913,椓,0,木豖,豖聲,
U+06919,椙,0,木昌,国字,
U+0691A,椚,0,木門,国字,
U+0691B,椛,0,木花,国字,
U+06921,椡,0,木到,国字,
U+06923,椣,0,木典,国字,
U+06925,椥,0,木知,国字,
U+06926,椦,0,木券,国字,
U+06928,椨,0,木府,国字,
U+0692A,椪,0,木並,並聲,
U+0692F,椯,0,木耑,耑聲,
U+06930,椰,0,木耶,耶聲,
U+06931,椱,0,木复,复聲,
U+06932,椲,0,木韋,韋聲,
U+06933,椳,0,木畏,畏聲,
U+06934,椴,0,木段,段聲,
U+06935,椵,0,木叚,叚聲,
U+06936,椶,0,木㚇,㚇聲,
U+06937,椷,0,木咸,咸聲,
U+06938,椸,0,木施,施聲,
U+06939,椹,0,木甚,甚聲,
U+0693D,椽,0,木彖,彖聲,
U+0693F,椿,0,木春,春聲,
U+06940,楀,0,木禹,禹聲,
U+06943,楃,0,木屋,屋聲,
U+06944,楄,0,木扁,扁聲,
U+06945,楅,0,木畐,畐聲,
U+06947,楇,0,木咼,咼聲,
U+06948,楈,0,木胥,胥聲,
U+0694A,楊,0,木昜,昜聲,
U+0694B,楋,0,木剌,剌聲,
U+0694E,楎,0,木軍,軍聲,
U+06951,楑,0,木癸,癸聲,
U+06953,楓,0,木風,風聲,
U+06954,楔,0,木契,契聲,
U+06957,楗,0,木建,建聲,
U+06958,楘,1,敄木,敄聲,
U+06959,楙,4,林矛,矛聲,
U+0695A,楚,1,林疋,疋聲,
U+0695B,楛,0,木苦,苦聲,
U+0695C,楜,0,木胡,胡聲,
U+0695D,楝,0,木柬,柬聲,
U+06960,楠,0,木南,南聲,
U+06961,楡,0,木兪,兪聲,
U+06962,楢,0,木酋,酋聲,
U+06963,楣,0,木眉,眉聲,
U+06965,楥,0,木爰,爰聲,
U+06968,楨,0,木貞,貞聲,
U+0696A,楪,0,木枼,枼聲,
U+0696B,楫,0,木咠,咠聲,
U+0696C,楬,0,木曷,曷聲,
U+0696D,業,,業,象形,
U+0696E,楮,0,木者,者聲,
U+0696F,楯,0,木盾,盾聲,
U+06970,楰,0,木臾,臾聲,
U+06972,楲,0,木威,威聲,
U+06974,楴,0,木帝,帝聲,
U+06975,極,0,木亟,亟聲,
U+06977,楷,0,木皆,皆聲,
U+06978,楸,0,木秋,秋聲,
U+06979,楹,0,木盈,盈聲,
U+0697E,楾,0,木泉,国字,
U+0697F,楿,0,木香,国字,
U+06980,榀,0,木品,国字,
U+06981,榁,0,木室,国字,
U+0698A,榊,0,木神,国字,
U+0698E,榎,0,木夏,夏聲,
U+06991,榑,0,木尃,尃聲,
U+06994,榔,0,木郞,郞聲,
U+06995,榕,0,木容,容聲,
U+06996,榖,9,𣪊木,𣪊聲,
U+06997,榗,0,木晉,晉聲,
U+06998,榘,1,矩木,矩聲,
U+06999,榙,0,木荅,荅聲,
U+0699B,榛,0,木秦,秦聲,
U+0699D,榝,0,木殺,殺聲,
U+0699F,榟,0,木宰,宰聲,
U+069A0,榠,0,木冥,冥聲,
U+069A3,榣,0,木䍃,䍃聲,
U+069A6,榦,8,倝木,倝聲,
U+069A7,榧,0,木匪,匪聲,
U+069AE,榮,1,熒木,熒省聲,
U+069B0,榰,0,木耆,耆聲,
U+069B1,榱,0,木衰,衰聲,
U+069B2,榲,0,木𥁕,𥁕聲,
U+069B7,榷,0,木隺,隺聲,
U+069B9,榹,0,木虒,虒聲,
U+069BA,榺,8,朕木,木聲,
U+069BB,榻,0,木𦐇,𦐇聲,
U+069BE,榾,0,木骨,骨聲,
U+069BF,榿,0,木豈,豈聲,
U+069C0,槀,1,高木,高聲,
U+069C1,槁,0,木高,高聲,
U+069C5,槅,0,木鬲,鬲聲,
U+069C7,槇,0,木眞,眞聲,
U+069C8,槈,0,木辱,辱聲,
U+069CA,槊,1,朔木,朔聲,
U+069CB,構,0,木冓,冓聲,
U+069CC,槌,0,木追,追聲,
U+069CD,槍,0,木倉,倉聲,
U+069CF,槏,0,木兼,兼聲,
U+069D0,槐,0,木鬼,鬼聲,
U+069D3,槓,0,木貢,貢聲,
U+069DD,槝,0,木島,国字,
U+069E2,槢,0,木習,習聲,
U+069E4,槤,0,木連,連聲,
U+069E5,槥,0,木彗,彗聲,
U+069E7,槧,1,斬木,斬聲,
U+069E8,槨,0,木郭,郭聲,
U+069EA,槪,0,木旣,旣聲,
U+069EB,槫,0,木專,專聲,
U+069ED,槭,0,木戚,戚聲,
U+069EE,槮,0,木參,參聲,
U+069F1,槱,0,木1,酉灬,
U+069F2,槲,0,木斛,斛聲,
U+069F6,槶,0,木國,國聲,
U+069F8,槸,0,木埶,埶聲,
U+069F9,槹,0,木皐,皐聲,
U+069FB,槻,0,木規,規聲,
U+069FE,槾,0,木曼,曼聲,
U+069FE,槾,0,木曼,曼聲,
U+069FF,槿,0,木堇,堇聲,
U+06A01,樁,0,木舂,舂聲,
U+06A02,樂,,樂,象形,
U+06A05,樅,0,木從,從聲,
U+06A0B,樋,0,木通,通聲,
U+06A0C,樌,0,木貫,貫聲,
U+06A10,樐,0,木鹵,鹵聲,
U+06A12,樒,0,木密,密聲,
U+06A13,樓,0,木婁,婁聲,
U+06A14,樔,0,木巢,巣聲,
U+06A15,樕,0,木欶,欶聲,
U+06A17,樗,0,木雩,雩聲,
U+06A18,樘,0,木堂,堂聲,
U+06A1B,樛,0,木翏,翏聲,
U+06A1D,樝,0,木虘,虘聲,
U+06A1E,樞,0,木區,區聲,
U+06A1F,樟,0,木章,章聲,
U+06A20,樠,0,木㒼,㒼聲,
U+06A21,模,0,木莫,莫聲,
U+06A22,樢,0,木鳥,鳥聲,
U+06A23,樣,0,木羕,羕聲,
U+06A2B,樫,0,木堅,国字,
U+06A2E,樮,0,木䙳,国字,
U+06A30,樰,0,木雪,国字,
U+06A32,樲,0,木貳,貳聲,
U+06A34,樴,0,木戠,戠聲,
U+06A36,樶,0,木最,最聲,
U+06A38,樸,0,木菐,菐聲,
U+06A39,樹,0,木尌,尌聲,
U+06A3A,樺,0,木華,華聲,
U+06A3D,樽,0,木尊,尊聲,
U+06A3F,樿,0,木單,單聲,
U+06A41,橁,0,木筍,筍聲,
U+06A43,橃,0,木發,發聲,
U+06A44,橄,0,木敢,敢聲,
U+06A47,橇,0,木毳,毳聲,
U+06A48,橈,0,木堯,堯聲,
U+06A4A,橊,0,木畱,畱聲,
U+06A4B,橋,0,木喬,喬聲,
U+06A4C,橌,0,木閒,閒聲,
U+06A4E,橎,0,木番,番聲,
U+06A50,橐,4,東石,石聲,
U+06A51,橑,0,木尞,尞聲,
U+06A58,橘,0,木矞,矞聲,
U+06A59,橙,0,木登,登聲,
U+06A5A,橚,0,木肅,肅聲,
U+06A5C,橜,1,厥木,厥聲,
U+06A5E,橞,0,木惠,惠聲,
U+06A5F,機,0,木幾,幾聲,
U+06A61,橡,0,木象,象聲,
U+06A62,橢,0,木隋,隋聲,
U+06A66,橦,0,木童,童聲,
U+06A6A,橪,0,木然,然聲,
U+06A6B,橫,0,木黃,黃聲,
U+06A72,橲,0,木喜,国字,
U+06A73,橳,0,木勝,国字,
U+06A78,橸,0,木晶,国字,
U+06A7E,橾,0,木喿,喿聲,
U+06A7F,橿,0,木畺,畺聲,
U+06A80,檀,0,木亶,亶聲,
U+06A84,檄,0,木敫,敫聲,
U+06A86,檆,0,木煔,煔聲,
U+06A87,檇,0,木雋,雋聲,
U+06A89,檉,0,木聖,聖聲,
U+06A8D,檍,0,木意,意聲,
U+06A8E,檎,0,木禽,禽聲,
U+06A90,檐,0,木詹,詹聲,
U+06A95,檕,1,𣪠木,毄聲,
U+06A97,檗,1,辟木,辟聲,
U+06A9C,檜,0,木會,會聲,
U+06A9F,檟,0,木賈,賈聲,
U+06AA0,檠,1,敬木,敬聲,
U+06AA2,檢,0,木僉,僉聲,
U+06AA3,檣,0,木嗇,嗇聲,
U+06AA5,檥,0,木義,義聲,
U+06AAC,檬,0,木蒙,蒙聲,
U+06AB3,檳,0,木賓,賓聲,
U+06AB4,檴,0,木蒦,蒦聲,
U+06AB5,檵,0,木㡭,繼省聲,
U+06AB7,檷,0,木爾,爾聲,
U+06AB8,檸,0,木寧,寧聲,
U+06AB9,檹,0,木旖,旖聲,
U+06ABB,檻,0,木監,監聲,
U+06ABC,檼,0,木㥯,㥯聲,
U+06ABE,檾,1,𤇾林,熒省聲,
U+06ABF,檿,8,厭木,厭聲,
U+06AC2,櫂,0,木翟,翟聲,
U+06AC3,櫃,0,木匱,匱聲,
U+06AC4,櫄,0,木熏,熏聲,
U+06AC5,櫅,0,木齊,齊聲,
U+06ACC,櫌,0,木憂,憂聲,
U+06ACD,櫍,0,木質,質聲,
U+06ACE,櫎,0,木廣,廣聲,
U+06AD1,櫑,0,木畾,畾亦聲,
U+06AD3,櫓,0,木魯,魯聲,
U+06ADA,櫚,0,木閭,閭聲,
U+06ADB,櫛,0,木節,節聲,
U+06ADC,櫜,4,東咎,咎聲,
U+06ADD,櫝,0,木𧶠,𧶠聲,
U+06ADE,櫞,0,木緣,緣聲,
U+06ADF,櫟,0,木樂,樂聲,
U+06AE1,櫡,0,木箸,箸聲,
U+06AE4,櫤,0,木箭,国字,
U+06AE8,櫨,0,木盧,盧聲,
U+06AEA,櫪,8,木歴,歴聲,
U+06AEC,櫬,0,木親,親聲,
U+06AF1,櫱,1,辥木,辥聲,
U+06AF3,櫳,0,木龍,龍聲,
U+06AFA,櫺,0,木霝,霝聲,
U+06AFB,櫻,0,木嬰,嬰聲,
U+06AFC,櫼,0,木韱,韱聲,
U+06AFD,櫽,1,隱木,隱聲,
U+06B02,欂,0,木薄,薄聲,
U+06B04,欄,0,木闌,闌聲,
U+06B05,欅,0,木擧,擧聲,
U+06B0A,權,0,木雚,雚聲,
U+06B11,欑,0,木贊,贊聲,
U+06B12,欒,1,䜌木,䜌聲,
U+06B16,欖,0,木覽,覽聲,
U+06B18,欘,0,木屬,屬聲,
U+06B19,欙,0,木纍,纍聲,
U+06B1A,欚,0,木蠡,蠡聲,
U+06B1F,欟,0,木觀,国字,
U+06B20,欠,1,气儿,會意,
U+06B21,次,0,二欠,二聲,
U+06B23,欣,0,斤欠,斤聲,
U+06B25,欥,0,日欠,會意,
U+06B26,欦,0,今欠,今聲,
U+06B28,欨,0,句欠,句聲,
U+06B2A,欪,0,出欠,出聲,
U+06B2C,欬,0,亥欠,亥聲,
U+06B2D,欭,0,因欠,因聲,
U+06B2F,欯,0,吉欠,吉聲,
U+06B31,欱,0,合欠,合聲,
U+06B32,欲,0,谷欠,谷聲,
U+06B36,欶,0,束欠,束聲,
U+06B37,欷,0,希欠,希聲,
U+06B38,欸,0,矣欠,矣聲,
U+06B39,欹,0,奇欠,奇聲,
U+06B3A,欺,0,其欠,其聲,
U+06B3B,欻,0,炎欠,炎聲,
U+06B3D,欽,0,釒欠,金聲,
U+06B3F,欿,0,臽欠,臽聲,
U+06B40,歀,0,柰欠,會意,
U+06B41,歁,0,甚欠,甚聲,
U+06B42,歂,0,耑欠,耑聲,
U+06B43,歃,0,臿欠,臿聲,
U+06B46,歆,0,音欠,音聲,
U+06B47,歇,0,曷欠,曷聲,
U+06B48,歈,0,兪欠,兪聲,
U+06B49,歉,0,兼欠,兼聲,
U+06B4A,歊,0,高欠,高亦聲,
U+06B4B,歋,0,虒欠,虒聲,
U+06B4C,歌,0,哥欠,哥聲,
U+06B4D,歍,0,烏欠,烏聲,
U+06B50,歐,0,區欠,區聲,
U+06B51,歑,0,虖欠,虖聲,
U+06B54,歔,0,虚欠,虚聲,
U+06B55,歕,0,賁欠,賁聲,
U+06B56,歖,0,喜欠,會意,
U+06B57,歗,0,肅欠,肅聲,
U+06B57,歗,0,肅欠,肅聲,
U+06B59,歙,0,翕欠,翕聲,
U+06B5B,歛,0,僉欠,僉聲,
U+06B5C,歜,0,蜀欠,蜀聲,
U+06B5F,歟,0,與欠,與聲,
U+06B60,歠,6,㱃叕,叕聲,
U+06B61,歡,0,雚欠,雚聲,
U+06B62,止,,止,象形,
U+06B63,正,1,一止,,
U+06B64,此,0,止匕,匕聲,
U+06B66,武,9,戈止,會意,
U+06B6A,歪,1,不正,會意,
U+06B6B,歫,0,止巨,巨聲,
U+06B6C,歬,1,止舟,會意,
U+06B6D,歭,0,止寺,寺聲,
U+06B6E,歮,1,止𣥖,會意,
U+06B70,歰,1,0,刃刃𣥖,
U+06B71,歱,0,止重,重聲,
U+06B72,歲,B,步戌,戌聲,
U+06B77,歷,8,厤止,厤聲,
U+06B78,歸,0,1,𠂤止帚,
U+06B7B,死,8,歹匕,會意,
U+06B7E,歾,0,歹勿,勿聲,
U+06B80,殀,0,歹夭,夭聲,
U+06B82,殂,0,歹且,且聲,
U+06B83,殃,0,歹央,央聲,
U+06B84,殄,0,歹㐱,㐱聲,
U+06B86,殆,0,歹台,台聲,
U+06B89,殉,0,歹旬,旬聲,
U+06B8A,殊,0,歹朱,朱聲,
U+06B8D,殍,0,歹孚,孚聲,
U+06B94,殔,0,歹隶,隶聲,
U+06B95,殕,0,歹咅,咅聲,
U+06B96,殖,0,歹直,直聲,
U+06B98,殘,0,歹戔,戔聲,
U+06B99,殙,0,歹昏,昏聲,
U+06B9B,殛,0,歹亟,亟聲,
U+06B9E,殞,0,歹員,員聲,
U+06B9F,殟,0,歹昷,昷聲,
U+06BA0,殠,0,歹臭,臭聲,
U+06BA4,殤,0,歹傷,傷省聲,
U+06BA8,殨,0,歹貴,貴聲,
U+06BAA,殪,0,歹壹,壹聲,
U+06BAB,殫,0,歹單,單聲,
U+06BAC,殬,0,歹睪,睪聲,
U+06BAF,殯,0,歹賓,賓亦聲,
U+06BB0,殰,0,歹𧶠,𧶠聲,
U+06BB2,殲,0,歹韱,韱聲,
U+06BB3,殳,1,几又,會意,
U+06BB5,段,0,耑殳,耑省聲,
U+06BB7,殷,0,㐆殳,會意,
U+06BB8,殸,0,𡔝殳,會意,
U+06BBA,殺,0,杀殳,杀聲,
U+06BBD,殽,0,肴殳,肴聲,
U+06BC0,毀,9,毇土,毇省聲,
U+06BC3,毃,0,高殳,高聲,
U+06BC4,毄,0,軎殳,軎聲,
U+06BC6,毆,0,區殳,區聲,
U+06BC7,毇,0,1,臼米殳,
U+06BC8,毈,0,卵段,段聲,
U+06BCB,毋,B,女一,會意,
U+06BCC,毌,,毌,象形,
U+06BCD,母,,母,象形,
U+06BD0,毐,1,士毋,會意,
U+06BD6,毖,1,比必,必聲,
U+06BDA,毚,1,㲋兔,會意,
U+06BDB,毛,,毛,象形,
U+06BDF,毟,1,少毛,国字,
U+06BE6,毦,0,耳毛,耳聲,
U+06BE8,毨,A,毛先,先聲,
U+06BEB,毫,1,高毛,高聲,
U+06BEC,毬,A,毛求,求聲,
U+06BEE,毮,0,扌毟,国字,
U+06BEF,毯,A,毛炎,炎聲,
U+06BF3,毳,1,毛㲎,會意,
U+06BF9,毹,0,兪毛,兪聲,
U+06BFE,毾,0,𦐇毛,𦐇聲,
U+06C02,氂,8,犛毛,犛聲,
U+06C05,氅,1,敞毛,敞聲,
U+06C08,氈,0,亶毛,亶聲,
U+06C0A,氊,A,毛亶,亶聲,
U+06C0D,氍,0,瞿毛,瞿聲,
U+06C0F,氏,,氏,象形,
U+06C10,氐,1,氏一,會意,
U+06C11,民,,民,象形,
U+06C12,氒,1,氏十,會意,
U+06C13,氓,0,亡民,亡聲,
U+06C14,气,,气,象形,
U+06C1B,氛,9,气分,分聲,
U+06C23,氣,9,气米,气聲,
U+06C24,氤,9,气因,因聲,
U+06C34,水,,水,象形,
U+06C38,永,,永,象形,
U+06C3E,氾,0,氵𢎘,𢎘聲,
U+06C3F,氿,0,氵九,九聲,
U+06C40,汀,0,氵丁,丁聲,
U+06C41,汁,0,氵十,十聲,
U+06C42,求,,求,象形,
U+06C43,汃,0,氵八,八聲,
U+06C4B,汋,0,氵勺,勺聲,
U+06C4D,汍,0,氵丸,丸聲,
U+06C4E,汎,0,氵凡,凡聲,
U+06C4F,汏,0,氵大,大聲,
U+06C50,汐,0,氵夕,夕聲,
U+06C53,汓,0,氵子,會意,
U+06C55,汕,0,氵山,山聲,
U+06C57,汗,0,氵干,干聲,
U+06C58,汘,0,氵千,千聲,
U+06C59,汙,0,氵于,于聲,
U+06C5B,汛,0,氵卂,卂聲,
U+06C5C,汜,0,氵巳,已聲,
U+06C5D,汝,0,氵女,女聲,
U+06C5E,汞,1,工水,工聲,
U+06C5F,江,0,氵工,工聲,
U+06C60,池,0,氵也,也聲,
U+06C62,汢,0,氵土,国字,
U+06C65,汥,0,氵支,支聲,
U+06C66,汦,0,氵氏,氏聲,
U+06C67,汧,0,氵幵,幵聲,
U+06C68,汨,0,氵冥,冥省聲,
U+06C69,汩,0,氵曰,曰聲,
U+06C6C,汬,1,丼水,丼亦聲,
U+06C6D,汭,0,氵內,內亦聲,
U+06C70,汰,0,氵太,太聲,
U+06C72,汲,0,氵及,及亦聲,
U+06C73,汳,0,氵反,反聲,
U+06C75,汵,0,氵今,今聲,
U+06C76,汶,0,氵文,文聲,
U+06C78,汸,0,氵方,方聲,
U+06C7B,汻,0,氵午,午聲,
U+06C7D,汽,0,氵气,气聲,
U+06C7E,汾,0,氵分,分聲,
U+06C81,沁,0,氵心,心聲,
U+06C82,沂,0,氵斤,斤聲,
U+06C83,沃,0,氵夭,夭聲,
U+06C84,沄,0,氵云,云聲,
U+06C85,沅,0,氵元,元聲,
U+06C86,沆,0,氵亢,亢聲,
U+06C87,沇,0,氵允,允聲,
U+06C88,沈,0,氵冘,冘聲,
U+06C8B,沋,0,氵尤,尤聲,
U+06C8C,沌,0,氵屯,屯聲,
U+06C8D,沍,0,氵互,互聲,
U+06C90,沐,0,氵木,木聲,
U+06C91,沑,0,氵丑,丑聲,
U+06C93,沓,1,水曰,會意,
U+06C94,沔,0,氵丏,丐聲,
U+06C96,沖,0,氵中,中聲,
U+06C99,沙,0,氵少,會意,
U+06C9A,沚,0,氵止,止聲,
U+06C9D,沝,0,水水,會意,
U+06CAB,沫,0,氵末,末聲,
U+06CAC,沬,0,氵未,未聲,
U+06CAD,沭,0,氵朮,朮聲,
U+06CAE,沮,0,氵且,且聲,
U+06CB1,沱,0,氵它,它聲,
U+06CB3,河,0,氵可,可聲,
U+06CB4,沴,0,氵㐱,㐱聲,
U+06CB8,沸,0,氵弗,弗聲,
U+06CB9,油,0,氵由,由聲,
U+06CBA,沺,0,氵田,田聲,
U+06CBB,治,0,氵台,台聲,
U+06CBC,沼,0,氵召,召聲,
U+06CBD,沽,0,氵古,古聲,
U+06CBE,沾,0,氵占,占聲,
U+06CBF,沿,0,氵㕣,㕣聲,
U+06CC1,況,0,氵兄,兄聲,
U+06CC2,泂,0,氵冋,冋聲,
U+06CC4,泄,0,氵世,世聲,
U+06CC5,泅,0,氵囚,囚聲,
U+06CC6,泆,0,氵失,失聲,
U+06CC9,泉,,泉,象形,
U+06CCA,泊,0,氵白,白聲,
U+06CCC,泌,0,氵必,必聲,
U+06CCF,泏,0,氵出,出聲,
U+06CD0,泐,0,氵阞,阞聲,
U+06CD1,泑,0,氵幼,幼聲,
U+06CD2,泒,0,氵瓜,瓜聲,
U+06CD3,泓,0,氵弘,弘聲,
U+06CD4,泔,0,氵甘,甘聲,
U+06CD7,泗,0,氵四,四聲,
U+06CD9,泙,0,氵平,平聲,
U+06CDA,泚,0,氵此,此聲,
U+06CDB,泛,0,氵乏,乏聲,
U+06CDC,泜,0,氵氐,氐聲,
U+06CDF,泟,0,氵正,正聲,
U+06CE0,泠,0,氵令,令聲,
U+06CE1,泡,0,氵包,包聲,
U+06CE2,波,0,氵皮,皮聲,
U+06CE3,泣,0,氵立,立聲,
U+06CE5,泥,0,氵尼,尼聲,
U+06CE7,泧,0,氵戉,戉聲,
U+06CE8,注,0,氵主,主聲,
U+06CEB,泫,0,氵玄,玄聲,
U+06CEC,泬,0,氵穴,穴亦聲,
U+06CED,泭,0,氵付,付聲,
U+06CEE,泮,0,氵半,半亦聲,
U+06CEF,泯,0,氵民,民聲,
U+06CF0,泰,3,大廾水,大聲,
U+06CF1,泱,0,氵央,央聲,
U+06CF2,泲,0,氵𠂔,𠂔聲,
U+06CF3,泳,0,氵永,永聲,
U+06D04,洄,0,氵回,回聲,
U+06D05,洅,0,氵再,再聲,
U+06D07,洇,0,氵因,因聲,
U+06D08,洈,0,氵危,危聲,
U+06D0C,洌,0,氵列,列聲,
U+06D0D,洍,0,氵𦣞,𦣞聲,
U+06D0E,洎,0,氵自,自聲,
U+06D0F,洏,0,氵而,而聲,
U+06D10,洐,0,氵行,會意,
U+06D13,洓,0,氵朿,朿聲,
U+06D14,洔,0,氵寺,寺聲,
U+06D17,洗,0,氵先,先聲,
U+06D19,洙,0,氵朱,朱聲,
U+06D1A,洚,0,氵夅,夅聲,
U+06D1B,洛,0,氵各,各聲,
U+06D1D,洝,0,氵安,安聲,
U+06D1E,洞,0,氵同,同聲,
U+06D1F,洟,0,氵夷,夷聲,
U+06D25,津,0,氵𦘔,𦘔聲,
U+06D26,洦,0,氵百,百聲,
U+06D27,洧,0,氵有,有聲,
U+06D28,洨,0,氵交,交聲,
U+06D29,洩,0,氵曳,曳聲,
U+06D2A,洪,0,氵共,共聲,
U+06D2B,洫,0,氵血,血聲,
U+06D2D,洭,0,氵匡,匡聲,
U+06D2E,洮,0,氵兆,兆聲,
U+06D32,洲,0,氵州,州聲,
U+06D33,洳,0,氵如,如聲,
U+06D35,洵,0,氵旬,旬聲,
U+06D36,洶,0,氵匈,匈聲,
U+06D3A,洺,0,氵名,名聲,
U+06D3C,洼,0,氵圭,圭聲,
U+06D3D,洽,0,氵合,合聲,
U+06D3E,派,0,氵𠂢,𠂢亦聲,
U+06D3F,洿,0,氵夸,夸聲,
U+06D41,流,0,氵㐬,㐬聲,
U+06D59,浙,0,氵折,折聲,
U+06D5A,浚,0,氵夋,夋聲,
U+06D5D,浝,0,氵尨,尨聲,
U+06D5E,浞,0,氵足,足聲,
U+06D63,浣,0,氵完,完聲,
U+06D64,浤,0,氵宏,宏聲,
U+06D65,浥,0,氵邑,邑聲,
U+06D66,浦,0,氵甫,甫聲,
U+06D69,浩,0,氵告,告聲,
U+06D6A,浪,0,氵良,良聲,
U+06D6C,浬,0,氵里,里聲,
U+06D6E,浮,0,氵孚,孚聲,
U+06D6F,浯,0,氵吾,吾聲,
U+06D74,浴,0,氵谷,谷聲,
U+06D77,海,0,氵毎,毎聲,
U+06D79,浹,0,氵夾,夾聲,
U+06D7C,浼,0,氵免,免聲,
U+06D7E,浾,0,氵赤,會意,
U+06D7F,浿,0,氵貝,貝聲,
U+06D82,涂,0,氵余,余聲,
U+06D85,涅,0,氵1,日土,
U+06D87,涇,0,氵巠,巠聲,
U+06D88,消,0,氵肖,肖聲,
U+06D89,涉,0,氵步,會意,
U+06D8C,涌,0,氵甬,甬聲,
U+06D8E,涎,0,氵延,延聲,
U+06D91,涑,0,氵束,束聲,
U+06D92,涒,0,氵君,君聲,
U+06D93,涓,0,氵肙,肙聲,
U+06D94,涔,0,氵岑,岑聲,
U+06D95,涕,0,氵弟,弟聲,
U+06D97,涗,0,氵兌,兌聲,
U+06D98,涘,0,氵矣,矣聲,
U+06D99,涙,0,氵戻,戾聲,
U+06DAB,涫,0,氵官,官聲,
U+06DAF,涯,0,氵厓,厓亦聲,
U+06DB2,液,0,氵夜,夜聲,
U+06DB3,涳,0,氵空,空聲,
U+06DB5,涵,0,氵函,函聲,
U+06DB6,涶,0,氵垂,垂聲,
U+06DB6,涶,0,氵垂,垂聲,
U+06DB7,涷,0,氵東,東聲,
U+06DB8,涸,0,氵固,固聲,
U+06DBA,涺,0,氵居,居聲,
U+06DBB,涻,0,氵舍,舍聲,
U+06DBC,涼,0,氵京,京聲,
U+06DBE,涾,0,氵沓,沓聲,
U+06DBF,涿,0,氵豖,豖聲,
U+06DC0,淀,0,氵定,定聲,
U+06DC1,淁,0,氵妾,妾聲,
U+06DC5,淅,0,氵析,析聲,
U+06DC6,淆,0,氵肴,肴聲,
U+06DC7,淇,0,氵其,其聲,
U+06DC9,淉,0,氵果,果聲,
U+06DCA,淊,0,氵臽,臽聲,
U+06DCB,淋,0,氵林,林聲,
U+06DD1,淑,0,氵叔,叔聲,
U+06DD2,淒,0,氵妻,妻聲,
U+06DD4,淔,0,氵直,直聲,
U+06DD5,淕,0,氵坴,坴聲,
U+06DD6,淖,0,氵卓,卓聲,
U+06DD8,淘,0,氵匋,匋聲,
U+06DD9,淙,0,氵宗,宗聲,
U+06DDC,淜,0,氵朋,朋聲,
U+06DDE,淞,0,氵松,松聲,
U+06DE0,淠,0,氵畀,畀聲,
U+06DE1,淡,0,氵炎,炎聲,
U+06DE2,淢,0,氵或,或聲,
U+06DE4,淤,0,氵於,於聲,
U+06DE5,淥,0,氵彔,彔聲,
U+06DE6,淦,0,氵金,金聲,
U+06DE8,淨,0,水爭,爭聲,
U+06DE9,淩,0,氵夌,夌聲,
U+06DEA,淪,0,氵侖,侖聲,
U+06DEB,淫,0,氵㸒,㸒聲,
U+06DEC,淬,0,氵卒,卒聲,
U+06DEE,淮,0,氵隹,隹聲,
U+06DEF,淯,0,氵育,育聲,
U+06DF0,淰,0,氵念,念聲,
U+06DF5,淵,0,氵𣶒,𣶒聲,
U+06DF6,淶,0,氵來,來聲,
U+06DF7,混,0,氵昆,昆聲,
U+06DF8,淸,0,氵靑,靑聲,
U+06DFA,淺,0,氵戔,戔聲,
U+06DFB,添,0,氵忝,忝聲,
U+06DFC,淼,1,水沝,會意,
U+06E19,渙,0,氵奐,奐聲,
U+06E1A,渚,0,氵者,者聲,
U+06E1B,減,0,氵咸,咸聲,
U+06E1C,渜,0,氵耎,耎聲,
U+06E1D,渝,0,氵兪,兪聲,
U+06E1F,渟,0,氵亭,亭聲,
U+06E20,渠,0,氵榘,榘聲,
U+06E21,渡,0,氵度,度聲,
U+06E23,渣,0,氵査,査聲,
U+06E24,渤,0,氵孛,孛聲,
U+06E25,渥,0,氵屋,屋聲,
U+06E26,渦,0,氵咼,咼聲,
