,index,root,inflection,tag,rule,reg
7501,7501,backprint,backprinted,V;PST,+ed,Regular
7508,7508,enseal,ensealed,V;PST,+ed,Regular
7512,7512,scamper,scampered,V;PST,+ed,Regular
7534,7534,over-approximate,over-approximated,V;PST,+d,Irregular
7543,7543,oust,ousted,V;PST,+ed,Regular
7551,7551,outyield,outyielded,V;PST,+ed,Regular
7559,7559,literalize,literalized,V;PST,+d,Irregular
7563,7563,metathesize,metathesized,V;PST,+d,Irregular
7572,7572,circle,circled,V;PST,+d,Irregular
7580,7580,xor,xored,V;PST,+ed,Regular
7583,7583,primitivize,primitivized,V;PST,+d,Irregular
7585,7585,excambie,excambied,V;PST,+d,Irregular
7586,7586,robotrip,robotripped,V;PST,double spell,Irregular
7595,7595,bemete,bemeted,V;PST,+d,Irregular
7601,7601,impower,impowered,V;PST,+ed,Regular
7602,7602,chromatograph,chromatographed,V;PST,+ed,Regular
7606,7606,pendulate,pendulated,V;PST,+d,Irregular
7609,7609,overswarm,overswarmed,V;PST,+ed,Regular
7618,7618,dissect,dissected,V;PST,+ed,Regular
7620,7620,cave,caved,V;PST,+d,Irregular
7622,7622,fetishise,fetishised,V;PST,+d,Irregular
7625,7625,embogue,embogued,V;PST,+d,Irregular
7634,7634,thunk,thunked,V;PST,+ed,Regular
7640,7640,melodize,melodized,V;PST,+d,Irregular
7650,7650,lateral,lateralled,V;PST,double spell,Irregular
7653,7653,aggest,aggested,V;PST,+ed,Regular
7657,7657,skurf,skurfed,V;PST,+ed,Regular
7658,7658,ratiocinate,ratiocinated,V;PST,+d,Irregular
7670,7670,mire,mired,V;PST,+d,Irregular
7672,7672,rabbit,rabbitted,V;PST,double spell,Irregular
7675,7675,communifake,communifaked,V;PST,+d,Irregular
7676,7676,k-line,k-lined,V;PST,+d,Irregular
7681,7681,enhearten,enheartened,V;PST,+ed,Regular
7684,7684,maximin,maximinned,V;PST,double spell,Irregular
7692,7692,gong,gonged,V;PST,+ed,Regular
7700,7700,grapple,grappled,V;PST,+d,Irregular
7703,7703,concord,concorded,V;PST,+ed,Regular
7705,7705,asswage,asswaged,V;PST,+d,Irregular
7709,7709,sleeve,sleeved,V;PST,+d,Irregular
7724,7724,endome,endomed,V;PST,+d,Irregular
7725,7725,overgraze,overgrazed,V;PST,+d,Irregular
7730,7730,fortunize,fortunized,V;PST,+d,Irregular
7732,7732,declutch,declutched,V;PST,+ed,Regular
7739,7739,depetal,depetalled,V;PST,double spell,Irregular
7740,7740,havoc,havocked,V;PST,special,Irregular
7742,7742,dominate,dominated,V;PST,+d,Irregular
7744,7744,overperform,overperformed,V;PST,+ed,Regular
7750,7750,quop,quopped,V;PST,double spell,Irregular
7753,7753,outbabble,outbabbled,V;PST,+d,Irregular
7755,7755,repressurise,repressurised,V;PST,+d,Irregular
7764,7764,querl,querled,V;PST,+ed,Regular
7777,7777,void,voided,V;PST,+ed,Regular
7790,7790,arouse,aroused,V;PST,+d,Irregular
7793,7793,enchisel,enchiselled,V;PST,double spell,Irregular
7795,7795,gait,gaited,V;PST,+ed,Regular
7799,7799,chequerboard,chequerboarded,V;PST,+ed,Regular
7807,7807,gibber,gibbered,V;PST,+ed,Regular
7808,7808,smerk,smerked,V;PST,+ed,Regular
7812,7812,ignore,ignored,V;PST,+d,Irregular
7814,7814,regerminate,regerminated,V;PST,+d,Irregular
7815,7815,delegalize,delegalized,V;PST,+d,Irregular
7830,7830,wakeboard,wakeboarded,V;PST,+ed,Regular
7831,7831,misconstrue,misconstrued,V;PST,+d,Irregular
7832,7832,valorize,valorized,V;PST,+d,Irregular
7834,7834,retell,retold,V;PST,special,Irregular
7842,7842,bridle,bridled,V;PST,+d,Irregular
7843,7843,miscomprehend,miscomprehended,V;PST,+ed,Regular
7847,7847,thwart,thwarted,V;PST,+ed,Regular
7858,7858,hellenize,hellenized,V;PST,+d,Irregular
7859,7859,belimp,belimped,V;PST,+ed,Regular
7862,7862,bedraw,bedrew,V;PST,special,Irregular
7865,7865,ungag,ungagged,V;PST,double spell,Irregular
7873,7873,flehm,flehmed,V;PST,+ed,Regular
7874,7874,trendify,trendified,V;PST,y-ied,Irregular
7879,7879,inhabitate,inhabitated,V;PST,+d,Irregular
7905,7905,poke,poked,V;PST,+d,Irregular
7908,7908,gongoozle,gongoozled,V;PST,+d,Irregular
7909,7909,winnow,winnowed,V;PST,+ed,Regular
7917,7917,waterski,waterskied,V;PST,+ed,Regular
7919,7919,bench,benched,V;PST,+ed,Regular
7921,7921,misgrow,misgrew,V;PST,special,Irregular
7922,7922,beword,beworded,V;PST,+ed,Regular
7924,7924,incommode,incommoded,V;PST,+d,Irregular
7925,7925,hoe,hoed,V;PST,+d,Irregular
7926,7926,reserialize,reserialized,V;PST,+d,Irregular
7930,7930,radiosensitise,radiosensitised,V;PST,+d,Irregular
7940,7940,quæry,quæried,V;PST,y-ied,Irregular
7944,7944,slingshot,slingshotted,V;PST,double spell,Irregular
7949,7949,chaffer,chaffered,V;PST,+ed,Regular
7950,7950,remind,reminded,V;PST,+ed,Regular
7951,7951,catechize,catechized,V;PST,+d,Irregular
7959,7959,cat,catted,V;PST,double spell,Irregular
7961,7961,pup,pupped,V;PST,double spell,Irregular
7962,7962,proletarianize,proletarianized,V;PST,+d,Irregular
7963,7963,arbiter,arbitered,V;PST,+ed,Regular
7965,7965,windsurf,windsurfed,V;PST,+ed,Regular
7967,7967,shire,shired,V;PST,+d,Irregular
7968,7968,prelight,prelit,V;PST,special,Irregular
7971,7971,uvularize,uvularized,V;PST,+d,Irregular
7976,7976,golly,gollied,V;PST,y-ied,Irregular
7981,7981,replevy,replevied,V;PST,y-ied,Irregular
7991,7991,leash,leashed,V;PST,+ed,Regular
7996,7996,recoct,recocted,V;PST,+ed,Regular
7999,7999,deemphasize,deemphasized,V;PST,+d,Irregular
8001,8001,rehappen,rehappened,V;PST,+ed,Regular
8009,8009,bethumb,bethumbed,V;PST,+ed,Regular
8015,8015,nitrosylate,nitrosylated,V;PST,+d,Irregular
8018,8018,deradicalise,deradicalised,V;PST,+d,Irregular
8019,8019,barn,barned,V;PST,+ed,Regular
8020,8020,retravel,retravelled,V;PST,double spell,Irregular
8021,8021,planch,planched,V;PST,+ed,Regular
8022,8022,russianise,russianised,V;PST,+d,Irregular
8034,8034,bedazzle,bedazzled,V;PST,+d,Irregular
8041,8041,demonify,demonified,V;PST,y-ied,Irregular
8042,8042,iotize,iotized,V;PST,+d,Irregular
8057,8057,fraternalize,fraternalized,V;PST,+d,Irregular
8063,8063,hondel,hondelled,V;PST,double spell,Irregular
8066,8066,circumnutate,circumnutated,V;PST,+d,Irregular
8067,8067,impound,impounded,V;PST,+ed,Regular
8075,8075,begruntle,begruntled,V;PST,+d,Irregular
8076,8076,daisy-chain,daisy-chained,V;PST,+ed,Regular
8088,8088,rubber,rubbered,V;PST,+ed,Regular
8090,8090,spunge,spunged,V;PST,+d,Irregular
8094,8094,rail,railed,V;PST,+ed,Regular
8110,8110,reencounter,reencountered,V;PST,+ed,Regular
8112,8112,rendevous,rendevoused,V;PST,+ed,Regular
8124,8124,delimit,delimited,V;PST,+ed,Regular
8127,8127,pale,paled,V;PST,+d,Irregular
8128,8128,federate,federated,V;PST,+d,Irregular
8132,8132,newfurnish,newfurnished,V;PST,+ed,Regular
8134,8134,transcribe,transcribed,V;PST,+d,Irregular
8137,8137,bowdlerize,bowdlerized,V;PST,+d,Irregular
8140,8140,illegalise,illegalised,V;PST,+d,Irregular
8149,8149,egg,egged,V;PST,+ed,Regular
8152,8152,barnumize,barnumized,V;PST,+d,Irregular
8155,8155,intreasure,intreasured,V;PST,+d,Irregular
8161,8161,crawfish,crawfished,V;PST,+ed,Regular
8163,8163,engross,engrossed,V;PST,+ed,Regular
8169,8169,coregulate,coregulated,V;PST,+d,Irregular
8170,8170,eright,erighted,V;PST,+ed,Regular
8171,8171,italianise,italianised,V;PST,+d,Irregular
8172,8172,canonicalise,canonicalised,V;PST,+d,Irregular
8173,8173,overaffect,overaffected,V;PST,+ed,Regular
8176,8176,pocket,pocketed,V;PST,+ed,Regular
8182,8182,reengineer,reengineered,V;PST,+ed,Regular
8184,8184,reboard,reboarded,V;PST,+ed,Regular
8193,8193,occur,occurred,V;PST,double spell,Irregular
8206,8206,encase,encased,V;PST,+d,Irregular
8210,8210,blimp,blimped,V;PST,+ed,Regular
8214,8214,fuller,fullered,V;PST,+ed,Regular
8215,8215,officialize,officialized,V;PST,+d,Irregular
8217,8217,underdrag,underdragged,V;PST,double spell,Irregular
8221,8221,reclothe,reclothed,V;PST,+d,Irregular
8223,8223,anguish,anguished,V;PST,+ed,Regular
8225,8225,maunder,maundered,V;PST,+ed,Regular
8235,8235,trash,trashed,V;PST,+ed,Regular
8242,8242,meld,melded,V;PST,+ed,Regular
8245,8245,foresave,foresaved,V;PST,+d,Irregular
8247,8247,outgaze,outgazed,V;PST,+d,Irregular
8256,8256,flite,flote,V;PST,special,Irregular
8257,8257,deadenylate,deadenylated,V;PST,+d,Irregular
8258,8258,sneck,snecked,V;PST,+ed,Regular
8261,8261,uglify,uglified,V;PST,y-ied,Irregular
8266,8266,restringe,restringed,V;PST,+d,Irregular
8268,8268,prefork,preforked,V;PST,+ed,Regular
8269,8269,weal,wealed,V;PST,+ed,Regular
8270,8270,purvey,purveyed,V;PST,+ed,Regular
8274,8274,de-muslimise,de-muslimised,V;PST,+d,Irregular
8281,8281,underrepresent,underrepresented,V;PST,+ed,Regular
8302,8302,tap,tapped,V;PST,double spell,Irregular
8304,8304,depolarize,depolarized,V;PST,+d,Irregular
8306,8306,forswing,forswung,V;PST,special,Irregular
8309,8309,surbate,surbated,V;PST,+d,Irregular
8315,8315,forthlead,forthled,V;PST,special,Irregular
8323,8323,bestain,bestained,V;PST,+ed,Regular
8327,8327,inbreak,inbroke,V;PST,special,Irregular
8329,8329,immunolocalize,immunolocalized,V;PST,+d,Irregular
8335,8335,feague,feagued,V;PST,+d,Irregular
8336,8336,requestion,requestioned,V;PST,+ed,Regular
8347,8347,communise,communised,V;PST,+d,Irregular
8358,8358,roister,roistered,V;PST,+ed,Regular
8359,8359,indignify,indignified,V;PST,y-ied,Irregular
8365,8365,refind,refound,V;PST,special,Irregular
8384,8384,trifle,trifled,V;PST,+d,Irregular
8386,8386,misrecollect,misrecollected,V;PST,+ed,Regular
8387,8387,dummy,dummied,V;PST,y-ied,Irregular
8388,8388,becrave,becraved,V;PST,+d,Irregular
8390,8390,kedge,kedged,V;PST,+d,Irregular
8393,8393,plotz,plotzed,V;PST,+ed,Regular
8397,8397,abraid,abraid,V;PST,no change,Irregular
8398,8398,outlast,outlasted,V;PST,+ed,Regular
8401,8401,prognosticate,prognosticated,V;PST,+d,Irregular
8403,8403,deliber,delibered,V;PST,+ed,Regular
8411,8411,coom,coomed,V;PST,+ed,Regular
8416,8416,array,arrayed,V;PST,+ed,Regular
8431,8431,befight,befought,V;PST,special,Irregular
8433,8433,penalise,penalised,V;PST,+d,Irregular
8444,8444,overseason,overseasoned,V;PST,+ed,Regular
8461,8461,inhumate,inhumated,V;PST,+d,Irregular
8464,8464,overcompensate,overcompensated,V;PST,+d,Irregular
8465,8465,theosophise,theosophised,V;PST,+d,Irregular
8467,8467,spiflicate,spiflicated,V;PST,+d,Irregular
8477,8477,rein,reined,V;PST,+ed,Regular
8482,8482,inisle,inisled,V;PST,+d,Irregular
8484,8484,file,filed,V;PST,+d,Irregular
8504,8504,wikify,wikified,V;PST,y-ied,Irregular
8506,8506,linearize,linearized,V;PST,+d,Irregular
8514,8514,panel,panelled,V;PST,double spell,Irregular
8517,8517,disrelish,disrelished,V;PST,+ed,Regular
8518,8518,reconverge,reconverged,V;PST,+d,Irregular
8526,8526,suggilate,suggilated,V;PST,+d,Irregular
8527,8527,gum,gummed,V;PST,double spell,Irregular
8543,8543,beflower,beflowered,V;PST,+ed,Regular
8544,8544,overman,overmanned,V;PST,double spell,Irregular
8550,8550,breede,breeded,V;PST,+d,Irregular
8554,8554,retard,retarded,V;PST,+ed,Regular
8555,8555,beshare,beshared,V;PST,+d,Irregular
8565,8565,disenrol,disenrolled,V;PST,double spell,Irregular
8567,8567,dispair,dispaired,V;PST,+ed,Regular
8572,8572,undersend,undersent,V;PST,d-t,Irregular
8579,8579,dryfire,dryfired,V;PST,+d,Irregular
8581,8581,tranquillise,tranquillised,V;PST,+d,Irregular
8582,8582,commute,commuted,V;PST,+d,Irregular
8583,8583,bewater,bewatered,V;PST,+ed,Regular
8586,8586,deadline,deadlined,V;PST,+d,Irregular
8590,8590,yed,yedded,V;PST,double spell,Irregular
8595,8595,overswing,overswung,V;PST,special,Irregular
8596,8596,stock,stocked,V;PST,+ed,Regular
8606,8606,clew,clewed,V;PST,+ed,Regular
8610,8610,airdry,airdried,V;PST,y-ied,Irregular
8613,8613,electrophorese,electrophoresed,V;PST,+d,Irregular
8615,8615,hydroisomerize,hydroisomerized,V;PST,+d,Irregular
8620,8620,glaciate,glaciated,V;PST,+d,Irregular
8623,8623,bioremediate,bioremediated,V;PST,+d,Irregular
8625,8625,liquidate,liquidated,V;PST,+d,Irregular
8633,8633,increase,increased,V;PST,+d,Irregular
8636,8636,abound,abounded,V;PST,+ed,Regular
8637,8637,fike,fiked,V;PST,+d,Irregular
8646,8646,dematerialize,dematerialized,V;PST,+d,Irregular
8648,8648,hurry,hurried,V;PST,y-ied,Irregular
8651,8651,allot,allotted,V;PST,double spell,Irregular
8662,8662,entwine,entwined,V;PST,+d,Irregular
8665,8665,reawaken,reawakened,V;PST,+ed,Regular
8667,8667,demise,demised,V;PST,+d,Irregular
8676,8676,edit,edited,V;PST,+ed,Regular
8677,8677,groop,grooped,V;PST,+ed,Regular
8679,8679,reperceive,reperceived,V;PST,+d,Irregular
8680,8680,wlate,wlated,V;PST,+d,Irregular
8686,8686,rewrap,rewrapped,V;PST,double spell,Irregular
8694,8694,mang,manged,V;PST,+ed,Regular
8695,8695,gargle,gargled,V;PST,+d,Irregular
8697,8697,blameshift,blameshifted,V;PST,+ed,Regular
8702,8702,freelance,freelanced,V;PST,+d,Irregular
8710,8710,endeavour,endeavoured,V;PST,+ed,Regular
8712,8712,superharden,superhardened,V;PST,+ed,Regular
8713,8713,deraign,deraigned,V;PST,+ed,Regular
8721,8721,redraught,redraughted,V;PST,+ed,Regular
8730,8730,bodybuild,bodybuilt,V;PST,d-t,Irregular
8732,8732,inarch,inarched,V;PST,+ed,Regular
8740,8740,imbarn,imbarned,V;PST,+ed,Regular
8748,8748,claw,clawed,V;PST,+ed,Regular
8752,8752,nuncle,nuncled,V;PST,+d,Irregular
8756,8756,durkin,durkinned,V;PST,double spell,Irregular
8757,8757,plancher,planchered,V;PST,+ed,Regular
8760,8760,dapple,dappled,V;PST,+d,Irregular
8769,8769,inrush,inrushed,V;PST,+ed,Regular
8775,8775,triangulate,triangulated,V;PST,+d,Irregular
8779,8779,winterfeed,winterfed,V;PST,special,Irregular
8781,8781,pharyngealize,pharyngealized,V;PST,+d,Irregular
8784,8784,sojourn,sojourned,V;PST,+ed,Regular
8785,8785,beswink,beswank,V;PST,special,Irregular
8788,8788,chafe,chafed,V;PST,+d,Irregular
8791,8791,lol,loled,V;PST,+ed,Regular
8799,8799,countermand,countermanded,V;PST,+ed,Regular
8809,8809,deturbate,deturbated,V;PST,+d,Irregular
8816,8816,repolish,repolished,V;PST,+ed,Regular
8819,8819,glum,glummed,V;PST,double spell,Irregular
8826,8826,crosscheck,crosschecked,V;PST,+ed,Regular
8828,8828,angelize,angelized,V;PST,+d,Irregular
8845,8845,renature,renatured,V;PST,+d,Irregular
8846,8846,atshake,atshook,V;PST,special,Irregular
8848,8848,feudalize,feudalized,V;PST,+d,Irregular
8860,8860,test,tested,V;PST,+ed,Regular
8873,8873,backshine,backshone,V;PST,special,Irregular
8881,8881,diminutivise,diminutivised,V;PST,+d,Irregular
8889,8889,debride,debrided,V;PST,+d,Irregular
8894,8894,blank,blanked,V;PST,+ed,Regular
8898,8898,maa,maaed,V;PST,+ed,Regular
8907,8907,transmetallate,transmetallated,V;PST,+d,Irregular
8908,8908,resort,resorted,V;PST,+ed,Regular
8911,8911,up-plow,up-plowed,V;PST,+ed,Regular
8916,8916,dog,dogged,V;PST,double spell,Irregular
8919,8919,get,got,V;PST,special,Irregular
8940,8940,palatize,palatized,V;PST,+d,Irregular
8941,8941,question,questioned,V;PST,+ed,Regular
8942,8942,philosophize,philosophized,V;PST,+d,Irregular
8946,8946,phytoextract,phytoextracted,V;PST,+ed,Regular
8969,8969,rematch,rematched,V;PST,+ed,Regular
8970,8970,ferry,ferried,V;PST,y-ied,Irregular
8982,8982,decolor,decolored,V;PST,+ed,Regular
8990,8990,palter,paltered,V;PST,+ed,Regular
8996,8996,quetch,quetched,V;PST,+ed,Regular
9002,9002,merce,merced,V;PST,+d,Irregular
9015,9015,wether,wethered,V;PST,+ed,Regular
9028,9028,gedge,gedged,V;PST,+d,Irregular
9035,9035,unsaint,unsainted,V;PST,+ed,Regular
9041,9041,gauffer,gauffered,V;PST,+ed,Regular
9047,9047,depauperize,depauperized,V;PST,+d,Irregular
9051,9051,suss,sussed,V;PST,+ed,Regular
9055,9055,fix,fixt,V;PST,special,Irregular
9060,9060,emove,emoved,V;PST,+d,Irregular
9064,9064,squander,squandered,V;PST,+ed,Regular
9066,9066,estruate,estruated,V;PST,+d,Irregular
9074,9074,menace,menaced,V;PST,+d,Irregular
9080,9080,nitrocarburize,nitrocarburized,V;PST,+d,Irregular
9083,9083,loyalize,loyalized,V;PST,+d,Irregular
9085,9085,scomfish,scomfished,V;PST,+ed,Regular
9087,9087,emborder,embordered,V;PST,+ed,Regular
9090,9090,about-face,about-faced,V;PST,+d,Irregular
9094,9094,poulder,pouldered,V;PST,+ed,Regular
9095,9095,nutrify,nutrified,V;PST,y-ied,Irregular
9102,9102,carbone,carboned,V;PST,+d,Irregular
9105,9105,fluidify,fluidified,V;PST,y-ied,Irregular
9116,9116,oversit,oversat,V;PST,special,Irregular
9118,9118,overglide,overglided,V;PST,+d,Irregular
9120,9120,inbreed,inbred,V;PST,special,Irregular
9121,9121,fishtail,fishtailed,V;PST,+ed,Regular
9129,9129,self-pleasure,self-pleasured,V;PST,+d,Irregular
9132,9132,reciprocate,reciprocated,V;PST,+d,Irregular
9133,9133,pellet,pelleted,V;PST,+ed,Regular
9134,9134,libyanize,libyanized,V;PST,+d,Irregular
9144,9144,rigidize,rigidized,V;PST,+d,Irregular
9154,9154,reshake,reshook,V;PST,special,Irregular
9155,9155,unpark,unparked,V;PST,+ed,Regular
9159,9159,quarterback,quarterbacked,V;PST,+ed,Regular
9160,9160,exotify,exotified,V;PST,y-ied,Irregular
9163,9163,hone,honed,V;PST,+d,Irregular
9166,9166,infumate,infumated,V;PST,+d,Irregular
9168,9168,cohabitate,cohabitated,V;PST,+d,Irregular
9169,9169,sycophantize,sycophantized,V;PST,+d,Irregular
9176,9176,study,studied,V;PST,y-ied,Irregular
9178,9178,colour-coordinate,colour-coordinated,V;PST,+d,Irregular
9184,9184,previsualize,previsualized,V;PST,+d,Irregular
9187,9187,debauch,debauched,V;PST,+ed,Regular
9195,9195,behew,behewed,V;PST,+ed,Regular
9204,9204,boob,boobed,V;PST,+ed,Regular
9205,9205,detune,detuned,V;PST,+d,Irregular
9213,9213,fluster,flustered,V;PST,+ed,Regular
9214,9214,blah,blahed,V;PST,+ed,Regular
9215,9215,betrail,betrailed,V;PST,+ed,Regular
9227,9227,blur,blurred,V;PST,double spell,Irregular
9228,9228,quintuplicate,quintuplicated,V;PST,+d,Irregular
9230,9230,levigate,levigated,V;PST,+d,Irregular
9234,9234,outpoise,outpoised,V;PST,+d,Irregular
9238,9238,denarcotize,denarcotized,V;PST,+d,Irregular
9241,9241,materialize,materialized,V;PST,+d,Irregular
9243,9243,dishallow,dishallowed,V;PST,+ed,Regular
9261,9261,proin,proined,V;PST,+ed,Regular
9275,9275,glycolyze,glycolyzed,V;PST,+d,Irregular
9278,9278,autorun,autoran,V;PST,special,Irregular
9292,9292,surpay,surpaid,V;PST,special,Irregular
9296,9296,derender,derendered,V;PST,+ed,Regular
9298,9298,enravish,enravished,V;PST,+ed,Regular
9306,9306,roffle,roffled,V;PST,+d,Irregular
9318,9318,overload,overloaded,V;PST,+ed,Regular
9322,9322,uphoist,uphoisted,V;PST,+ed,Regular
9327,9327,mele,meled,V;PST,+d,Irregular
9331,9331,fishify,fishified,V;PST,y-ied,Irregular
9336,9336,epitomise,epitomised,V;PST,+d,Irregular
9347,9347,backread,backread,V;PST,no change,Irregular
9356,9356,skirr,skirred,V;PST,+ed,Regular
9375,9375,deubiquitinate,deubiquitinated,V;PST,+d,Irregular
9382,9382,clothespin,clothespinned,V;PST,double spell,Irregular
9384,9384,papyrograph,papyrographed,V;PST,+ed,Regular
9401,9401,outstride,outstrode,V;PST,special,Irregular
9405,9405,nickel,nickeled,V;PST,+ed,Regular
9410,9410,precept,precepted,V;PST,+ed,Regular
9423,9423,sizzle,sizzled,V;PST,+d,Irregular
9430,9430,germanify,germanified,V;PST,y-ied,Irregular
9432,9432,unsee,unsaw,V;PST,special,Irregular
9435,9435,trepan,trepanned,V;PST,double spell,Irregular
9444,9444,forbode,forboded,V;PST,+d,Irregular
9448,9448,rediscover,rediscovered,V;PST,+ed,Regular
9457,9457,elenchize,elenchized,V;PST,+d,Irregular
9459,9459,bide,bode,V;PST,special,Irregular
9464,9464,platform,platformed,V;PST,+ed,Regular
9466,9466,postscore,postscored,V;PST,+d,Irregular
9476,9476,resegregrate,resegregated,V;PST,special,Irregular
9480,9480,depathologize,depathologized,V;PST,+d,Irregular
9483,9483,misdefine,misdefined,V;PST,+d,Irregular
9484,9484,exemplifie,exemplified,V;PST,+d,Irregular
9487,9487,syllogize,syllogized,V;PST,+d,Irregular
9490,9490,foretell,foretold,V;PST,special,Irregular
9502,9502,resocialize,resocialized,V;PST,+d,Irregular
9506,9506,systematize,systematized,V;PST,+d,Irregular
9509,9509,scetch,scetched,V;PST,+ed,Regular
9513,9513,revolutionalize,revolutionalized,V;PST,+d,Irregular
9514,9514,whitesplain,whitesplained,V;PST,+ed,Regular
9515,9515,sexplore,sexplored,V;PST,+d,Irregular
9517,9517,alegge,alegged,V;PST,+d,Irregular
9522,9522,copay,copaid,V;PST,special,Irregular
9537,9537,stink,stunk,V;PST,special,Irregular
9538,9538,enclave,enclaved,V;PST,+d,Irregular
9541,9541,splosh,sploshed,V;PST,+ed,Regular
9544,9544,gladiate,gladiated,V;PST,+d,Irregular
9551,9551,prefill,prefilled,V;PST,+ed,Regular
9552,9552,signalise,signalised,V;PST,+d,Irregular
9554,9554,disbud,disbudded,V;PST,double spell,Irregular
9562,9562,copurify,copurified,V;PST,y-ied,Irregular
9575,9575,huddle,huddled,V;PST,+d,Irregular
9581,9581,unpopularise,unpopularised,V;PST,+d,Irregular
9582,9582,immunise,immunised,V;PST,+d,Irregular
9583,9583,cheapen,cheapened,V;PST,+ed,Regular
9587,9587,speckle,speckled,V;PST,+d,Irregular
9605,9605,smoothen,smoothened,V;PST,+ed,Regular
9613,9613,oversize,oversized,V;PST,+d,Irregular
9615,9615,bum-rush,bum-rushed,V;PST,+ed,Regular
9616,9616,mesh,meshed,V;PST,+ed,Regular
9617,9617,reprioritise,reprioritised,V;PST,+d,Irregular
9620,9620,overkill,overkilled,V;PST,+ed,Regular
9621,9621,repaint,repainted,V;PST,+ed,Regular
9623,9623,impanate,impanated,V;PST,+d,Irregular
9627,9627,wrong,wronged,V;PST,+ed,Regular
9635,9635,graith,graithed,V;PST,+ed,Regular
9637,9637,bifurcate,bifurcated,V;PST,+d,Irregular
9638,9638,immix,immixed,V;PST,+ed,Regular
9640,9640,pants,pantsed,V;PST,+ed,Regular
9642,9642,preestablish,preestablished,V;PST,+ed,Regular
9648,9648,disbowel,disbowelled,V;PST,double spell,Irregular
9650,9650,bewimple,bewimpled,V;PST,+d,Irregular
9653,9653,embrute,embruted,V;PST,+d,Irregular
9658,9658,ghost,ghosted,V;PST,+ed,Regular
9665,9665,encourage,encouraged,V;PST,+d,Irregular
9668,9668,pelletize,pelletized,V;PST,+d,Irregular
9676,9676,starbird,starbirded,V;PST,+ed,Regular
9680,9680,spitball,spitballed,V;PST,+ed,Regular
9682,9682,hyperextend,hyperextended,V;PST,+ed,Regular
9683,9683,hough,houghed,V;PST,+ed,Regular
9689,9689,scug,scugged,V;PST,double spell,Irregular
9693,9693,overcompliment,overcomplimented,V;PST,+ed,Regular
9707,9707,outbray,outbrayed,V;PST,+ed,Regular
9713,9713,reside,resided,V;PST,+d,Irregular
9720,9720,help,holp,V;PST,special,Irregular
9723,9723,chronologise,chronologised,V;PST,+d,Irregular
9724,9724,bedung,bedunged,V;PST,+ed,Regular
9726,9726,muslimize,muslimized,V;PST,+d,Irregular
9728,9728,divagate,divagated,V;PST,+d,Irregular
9729,9729,equip,equipped,V;PST,double spell,Irregular
9731,9731,toze,tozed,V;PST,+d,Irregular
9741,9741,immaterialize,immaterialized,V;PST,+d,Irregular
9742,9742,indemnify,indemnified,V;PST,y-ied,Irregular
9752,9752,pound,pounded,V;PST,+ed,Regular
9756,9756,reannounce,reannounced,V;PST,+d,Irregular
9760,9760,depeople,depeopled,V;PST,+d,Irregular
9762,9762,liue,liued,V;PST,+d,Irregular
9773,9773,flaccify,flaccified,V;PST,y-ied,Irregular
9778,9778,retread,retrod,V;PST,special,Irregular
9787,9787,eyndill,eyndilled,V;PST,+ed,Regular
9791,9791,bedaff,bedaffed,V;PST,+ed,Regular
9797,9797,musicalise,musicalised,V;PST,+d,Irregular
9802,9802,foredate,foredated,V;PST,+d,Irregular
9804,9804,exudate,exudated,V;PST,+d,Irregular
9806,9806,demo,demoed,V;PST,+ed,Regular
9811,9811,overstay,overstayed,V;PST,+ed,Regular
9812,9812,paginate,paginated,V;PST,+d,Irregular
9814,9814,chicane,chicaned,V;PST,+d,Irregular
9820,9820,concave,concaved,V;PST,+d,Irregular
9828,9828,dagger,daggered,V;PST,+ed,Regular
9833,9833,modem,modemed,V;PST,+ed,Regular
9835,9835,bookcross,bookcrossed,V;PST,+ed,Regular
9838,9838,embetter,embettered,V;PST,+ed,Regular
9841,9841,porpoise,porpoised,V;PST,+d,Irregular
9842,9842,high,highed,V;PST,+ed,Regular
9843,9843,betrample,betrampled,V;PST,+d,Irregular
9846,9846,prolate,prolated,V;PST,+d,Irregular
9847,9847,betamax,betamaxed,V;PST,+ed,Regular
9850,9850,futter,futtered,V;PST,+ed,Regular
9851,9851,underground,undergrounded,V;PST,+ed,Regular
9859,9859,micropolish,micropolished,V;PST,+ed,Regular
9862,9862,anthem,anthemed,V;PST,+ed,Regular
9866,9866,yiff,yiffed,V;PST,+ed,Regular
9871,9871,scavenge,scavenged,V;PST,+d,Irregular
9884,9884,fistulate,fistulated,V;PST,+d,Irregular
9886,9886,backfoot,backfooted,V;PST,+ed,Regular
9894,9894,sire,sired,V;PST,+d,Irregular
9896,9896,outfly,outflew,V;PST,special,Irregular
9898,9898,unedge,unedged,V;PST,+d,Irregular
9900,9900,redisseize,redisseized,V;PST,+d,Irregular
9902,9902,recondite,recondited,V;PST,+d,Irregular
9919,9919,scorch,scorched,V;PST,+ed,Regular
9922,9922,mathematize,mathematized,V;PST,+d,Irregular
9926,9926,inverse,inversed,V;PST,+d,Irregular
9934,9934,addoom,addoomed,V;PST,+ed,Regular
9938,9938,flabaghast,flabaghasted,V;PST,+ed,Regular
9944,9944,martinize,martinized,V;PST,+d,Irregular
9947,9947,thermalize,thermalized,V;PST,+d,Irregular
9949,9949,wright,wrighted,V;PST,+ed,Regular
9950,9950,yelm,yelmed,V;PST,+ed,Regular
9951,9951,syllable,syllabled,V;PST,+d,Irregular
