,index,root,inflection,tag,rule,reg
5729,5729,warraunt,warraunting,V;V.PTCP;PRS,+ing,Regular
5737,5737,feature,featuring,V;V.PTCP;PRS,-e+ing,Irregular
5739,5739,kick-start,kick-starting,V;V.PTCP;PRS,+ing,Regular
5741,5741,propone,proponing,V;V.PTCP;PRS,-e+ing,Irregular
5750,5750,astipulate,astipulating,V;V.PTCP;PRS,-e+ing,Irregular
5752,5752,romanianize,romanianizing,V;V.PTCP;PRS,-e+ing,Irregular
5764,5764,paternalise,paternalising,V;V.PTCP;PRS,-e+ing,Irregular
5766,5766,immunosuppress,immunosuppressing,V;V.PTCP;PRS,+ing,Regular
5768,5768,unsteel,unsteeling,V;V.PTCP;PRS,+ing,Regular
5776,5776,atroke,atroking,V;V.PTCP;PRS,-e+ing,Irregular
5792,5792,sauna,saunaing,V;V.PTCP;PRS,+ing,Regular
5794,5794,convexify,convexifying,V;V.PTCP;PRS,+ing,Regular
5798,5798,flight,flighting,V;V.PTCP;PRS,+ing,Regular
5814,5814,deliber,delibering,V;V.PTCP;PRS,+ing,Regular
5816,5816,sollar,sollaring,V;V.PTCP;PRS,+ing,Regular
5822,5822,beslurry,beslurrying,V;V.PTCP;PRS,+ing,Regular
5825,5825,assure,assuring,V;V.PTCP;PRS,-e+ing,Irregular
5828,5828,unemploy,unemploying,V;V.PTCP;PRS,+ing,Regular
5831,5831,disbark,disbarking,V;V.PTCP;PRS,+ing,Regular
5840,5840,uncrystallize,uncrystallizing,V;V.PTCP;PRS,-e+ing,Irregular
5844,5844,supply,supplying,V;V.PTCP;PRS,+ing,Regular
5847,5847,re-introduce,re-introducing,V;V.PTCP;PRS,-e+ing,Irregular
5852,5852,disbranch,disbranching,V;V.PTCP;PRS,+ing,Regular
5859,5859,debellate,debellating,V;V.PTCP;PRS,-e+ing,Irregular
5861,5861,corroborate,corroborating,V;V.PTCP;PRS,-e+ing,Irregular
5862,5862,reannex,reannexing,V;V.PTCP;PRS,+ing,Regular
5874,5874,nappy,nappying,V;V.PTCP;PRS,+ing,Regular
5883,5883,enblow,enblowing,V;V.PTCP;PRS,+ing,Regular
5884,5884,abrade,abrading,V;V.PTCP;PRS,-e+ing,Irregular
5886,5886,arbitrage,arbitraging,V;V.PTCP;PRS,-e+ing,Irregular
5891,5891,adorate,adorating,V;V.PTCP;PRS,-e+ing,Irregular
5895,5895,laureate,laureating,V;V.PTCP;PRS,-e+ing,Irregular
5910,5910,outshut,outshutting,V;V.PTCP;PRS,double spell,Irregular
5911,5911,cosen,cosening,V;V.PTCP;PRS,+ing,Regular
5913,5913,berede,bereding,V;V.PTCP;PRS,-e+ing,Irregular
5918,5918,volatilize,volatilizing,V;V.PTCP;PRS,-e+ing,Irregular
5923,5923,mishave,mishaving,V;V.PTCP;PRS,-e+ing,Irregular
5924,5924,re-dye,re-dying,V;V.PTCP;PRS,-e+ing,Irregular
5936,5936,tokenise,tokenising,V;V.PTCP;PRS,-e+ing,Irregular
5937,5937,disesteem,disesteeming,V;V.PTCP;PRS,+ing,Regular
5942,5942,unbreast,unbreasting,V;V.PTCP;PRS,+ing,Regular
5948,5948,curry,currying,V;V.PTCP;PRS,+ing,Regular
5957,5957,underorder,underordering,V;V.PTCP;PRS,+ing,Regular
5961,5961,flock,flocking,V;V.PTCP;PRS,+ing,Regular
5965,5965,singularize,singularizing,V;V.PTCP;PRS,-e+ing,Irregular
5980,5980,butter,buttering,V;V.PTCP;PRS,+ing,Regular
5984,5984,milse,milsing,V;V.PTCP;PRS,-e+ing,Irregular
5988,5988,giue,giuing,V;V.PTCP;PRS,-e+ing,Irregular
5991,5991,detartrate,detartrating,V;V.PTCP;PRS,-e+ing,Irregular
5992,5992,nab,nabbing,V;V.PTCP;PRS,double spell,Irregular
5999,5999,stratify,stratifying,V;V.PTCP;PRS,+ing,Regular
6002,6002,exsect,exsecting,V;V.PTCP;PRS,+ing,Regular
6005,6005,reexpand,reexpanding,V;V.PTCP;PRS,+ing,Regular
6007,6007,increase,increasing,V;V.PTCP;PRS,-e+ing,Irregular
6009,6009,mediatise,mediatising,V;V.PTCP;PRS,-e+ing,Irregular
6013,6013,capitalise,capitalising,V;V.PTCP;PRS,-e+ing,Irregular
6015,6015,cloom,clooming,V;V.PTCP;PRS,+ing,Regular
6023,6023,micropattern,micropatterning,V;V.PTCP;PRS,+ing,Regular
6025,6025,respeak,respeaking,V;V.PTCP;PRS,+ing,Regular
6026,6026,photolyze,photolyzing,V;V.PTCP;PRS,-e+ing,Irregular
6027,6027,atslike,atsliking,V;V.PTCP;PRS,-e+ing,Irregular
6028,6028,counterdraw,counterdrawing,V;V.PTCP;PRS,+ing,Regular
6040,6040,falchion,*falchioning,V;V.PTCP;PRS,special,Irregular
6041,6041,rigorise,rigorising,V;V.PTCP;PRS,-e+ing,Irregular
6046,6046,inknot,inknotting,V;V.PTCP;PRS,double spell,Irregular
6058,6058,festoon,festooning,V;V.PTCP;PRS,+ing,Regular
6063,6063,expertize,expertizing,V;V.PTCP;PRS,-e+ing,Irregular
6068,6068,numericize,numericizing,V;V.PTCP;PRS,-e+ing,Irregular
6069,6069,terrify,terrifying,V;V.PTCP;PRS,+ing,Regular
6073,6073,afforce,afforcing,V;V.PTCP;PRS,-e+ing,Irregular
6074,6074,cruciate,cruciating,V;V.PTCP;PRS,-e+ing,Irregular
6077,6077,barricado,barricadoing,V;V.PTCP;PRS,+ing,Regular
6089,6089,disrank,disranking,V;V.PTCP;PRS,+ing,Regular
6090,6090,swart,swarting,V;V.PTCP;PRS,+ing,Regular
6092,6092,coimmunoprecipitate,coimmunoprecipitating,V;V.PTCP;PRS,-e+ing,Irregular
6097,6097,propagate,propagating,V;V.PTCP;PRS,-e+ing,Irregular
6103,6103,bellyflop,bellyflopping,V;V.PTCP;PRS,double spell,Irregular
6111,6111,deprogram,deprogramming,V;V.PTCP;PRS,double spell,Irregular
6115,6115,enact,enacting,V;V.PTCP;PRS,+ing,Regular
6127,6127,reenact,reenacting,V;V.PTCP;PRS,+ing,Regular
6131,6131,lens,lensing,V;V.PTCP;PRS,+ing,Regular
6134,6134,reaccustom,reaccustoming,V;V.PTCP;PRS,+ing,Regular
6147,6147,hive,hiving,V;V.PTCP;PRS,-e+ing,Irregular
6148,6148,doctor,doctoring,V;V.PTCP;PRS,+ing,Regular
6154,6154,drizzle,drizzling,V;V.PTCP;PRS,-e+ing,Irregular
6159,6159,overidentify,overidentifying,V;V.PTCP;PRS,+ing,Regular
6160,6160,whemmle,whemmling,V;V.PTCP;PRS,-e+ing,Irregular
6162,6162,spile,spiling,V;V.PTCP;PRS,-e+ing,Irregular
6169,6169,ham,hamming,V;V.PTCP;PRS,double spell,Irregular
6172,6172,encamp,encamping,V;V.PTCP;PRS,+ing,Regular
6188,6188,transpire,transpiring,V;V.PTCP;PRS,-e+ing,Irregular
6190,6190,neyghbour,neyghbouring,V;V.PTCP;PRS,+ing,Regular
6193,6193,nerve,nerving,V;V.PTCP;PRS,-e+ing,Irregular
6195,6195,predeclare,predeclaring,V;V.PTCP;PRS,-e+ing,Irregular
6205,6205,rejustify,rejustifying,V;V.PTCP;PRS,+ing,Regular
6207,6207,guffaw,guffawing,V;V.PTCP;PRS,+ing,Regular
6215,6215,feyne,feyning,V;V.PTCP;PRS,-e+ing,Irregular
6219,6219,reinnervate,reinnervating,V;V.PTCP;PRS,-e+ing,Irregular
6222,6222,array,arraying,V;V.PTCP;PRS,+ing,Regular
6223,6223,boo,booing,V;V.PTCP;PRS,+ing,Regular
6227,6227,expiscate,expiscating,V;V.PTCP;PRS,-e+ing,Irregular
6233,6233,skate,skating,V;V.PTCP;PRS,-e+ing,Irregular
6234,6234,denucleate,denucleating,V;V.PTCP;PRS,-e+ing,Irregular
6241,6241,unmix,unmixing,V;V.PTCP;PRS,+ing,Regular
6248,6248,tertiate,tertiating,V;V.PTCP;PRS,-e+ing,Irregular
6254,6254,misuse,misusing,V;V.PTCP;PRS,-e+ing,Irregular
6259,6259,countersue,countersuing,V;V.PTCP;PRS,-e+ing,Irregular
6274,6274,starbird,starbirding,V;V.PTCP;PRS,+ing,Regular
6288,6288,crock,crocking,V;V.PTCP;PRS,+ing,Regular
6301,6301,distance,distancing,V;V.PTCP;PRS,-e+ing,Irregular
6302,6302,adjudge,adjudging,V;V.PTCP;PRS,-e+ing,Irregular
6303,6303,outgain,outgaining,V;V.PTCP;PRS,+ing,Regular
6309,6309,redo,redoing,V;V.PTCP;PRS,+ing,Regular
6314,6314,audible,audibling,V;V.PTCP;PRS,-e+ing,Irregular
6317,6317,backsource,backsourcing,V;V.PTCP;PRS,-e+ing,Irregular
6319,6319,peent,peenting,V;V.PTCP;PRS,+ing,Regular
6326,6326,redlight,redlighting,V;V.PTCP;PRS,+ing,Regular
6327,6327,missee,misseeing,V;V.PTCP;PRS,+ing,Regular
6330,6330,distort,distorting,V;V.PTCP;PRS,+ing,Regular
6339,6339,hustle,hustling,V;V.PTCP;PRS,-e+ing,Irregular
6341,6341,rewire,rewiring,V;V.PTCP;PRS,-e+ing,Irregular
6342,6342,affront,affronting,V;V.PTCP;PRS,+ing,Regular
6344,6344,hatch,hatching,V;V.PTCP;PRS,+ing,Regular
6347,6347,preside,presiding,V;V.PTCP;PRS,-e+ing,Irregular
6350,6350,recapacitate,recapacitating,V;V.PTCP;PRS,-e+ing,Irregular
6351,6351,balance,balancing,V;V.PTCP;PRS,-e+ing,Irregular
6352,6352,addoom,addooming,V;V.PTCP;PRS,+ing,Regular
6353,6353,blab,blabbing,V;V.PTCP;PRS,double spell,Irregular
6356,6356,undo,undoing,V;V.PTCP;PRS,+ing,Regular
6357,6357,empassion,empassioning,V;V.PTCP;PRS,+ing,Regular
6358,6358,funambulate,funambulating,V;V.PTCP;PRS,-e+ing,Irregular
6359,6359,finish,finishing,V;V.PTCP;PRS,+ing,Regular
6367,6367,misinspire,misinspiring,V;V.PTCP;PRS,-e+ing,Irregular
6372,6372,obligate,obligating,V;V.PTCP;PRS,-e+ing,Irregular
6373,6373,overmarch,overmarching,V;V.PTCP;PRS,+ing,Regular
6374,6374,misbecome,misbecoming,V;V.PTCP;PRS,-e+ing,Irregular
6375,6375,attitudinise,attitudinising,V;V.PTCP;PRS,-e+ing,Irregular
6387,6387,conglomerate,conglomerating,V;V.PTCP;PRS,-e+ing,Irregular
6394,6394,circumstantiate,circumstantiating,V;V.PTCP;PRS,-e+ing,Irregular
6407,6407,visa,visaing,V;V.PTCP;PRS,+ing,Regular
6415,6415,tiff,tiffing,V;V.PTCP;PRS,+ing,Regular
6418,6418,humorize,humorizing,V;V.PTCP;PRS,-e+ing,Irregular
6424,6424,formulate,formulating,V;V.PTCP;PRS,-e+ing,Irregular
6432,6432,avaunce,avaunceing,V;V.PTCP;PRS,+ing,Regular
6433,6433,overpush,overpushing,V;V.PTCP;PRS,+ing,Regular
6437,6437,perceave,perceaving,V;V.PTCP;PRS,-e+ing,Irregular
6438,6438,upthrust,upthrusting,V;V.PTCP;PRS,+ing,Regular
6459,6459,pseudomize,pseudomizing,V;V.PTCP;PRS,-e+ing,Irregular
6465,6465,brominate,brominating,V;V.PTCP;PRS,-e+ing,Irregular
6466,6466,raddle,raddling,V;V.PTCP;PRS,-e+ing,Irregular
6469,6469,aggrege,aggreging,V;V.PTCP;PRS,-e+ing,Irregular
6472,6472,adrenalize,adrenalizing,V;V.PTCP;PRS,-e+ing,Irregular
6485,6485,comove,comoving,V;V.PTCP;PRS,-e+ing,Irregular
6492,6492,plancher,planchering,V;V.PTCP;PRS,+ing,Regular
6496,6496,fabulate,fabulating,V;V.PTCP;PRS,-e+ing,Irregular
6502,6502,outfawn,outfawning,V;V.PTCP;PRS,+ing,Regular
6504,6504,aunswer,aunswering,V;V.PTCP;PRS,+ing,Regular
6505,6505,foist,foisting,V;V.PTCP;PRS,+ing,Regular
6509,6509,unwarp,unwarping,V;V.PTCP;PRS,+ing,Regular
6510,6510,regrip,regripping,V;V.PTCP;PRS,double spell,Irregular
6518,6518,dismount,dismounting,V;V.PTCP;PRS,+ing,Regular
6526,6526,fieldstrip,fieldstripping,V;V.PTCP;PRS,double spell,Irregular
6527,6527,dryclean,drycleaning,V;V.PTCP;PRS,+ing,Regular
6530,6530,recraft,recrafting,V;V.PTCP;PRS,+ing,Regular
6546,6546,hilloa,hilloaing,V;V.PTCP;PRS,+ing,Regular
6552,6552,foam,foaming,V;V.PTCP;PRS,+ing,Regular
6558,6558,dose,dosing,V;V.PTCP;PRS,-e+ing,Irregular
6562,6562,ejaculate,ejaculating,V;V.PTCP;PRS,-e+ing,Irregular
6564,6564,thunk,thunking,V;V.PTCP;PRS,+ing,Regular
6572,6572,scyle,scyling,V;V.PTCP;PRS,-e+ing,Irregular
6578,6578,blooden,bloodening,V;V.PTCP;PRS,+ing,Regular
6582,6582,forslack,forslacking,V;V.PTCP;PRS,+ing,Regular
6585,6585,demosaic,demosaicking,V;V.PTCP;PRS,special,Irregular
6601,6601,hent,henting,V;V.PTCP;PRS,+ing,Regular
6603,6603,deculture,deculturing,V;V.PTCP;PRS,-e+ing,Irregular
6605,6605,rough-hew,rough-hewing,V;V.PTCP;PRS,+ing,Regular
6606,6606,gmail,gmailing,V;V.PTCP;PRS,+ing,Regular
6607,6607,re-release,re-releasing,V;V.PTCP;PRS,-e+ing,Irregular
6612,6612,about-face,about-facing,V;V.PTCP;PRS,-e+ing,Irregular
6616,6616,unbuckle,unbuckling,V;V.PTCP;PRS,-e+ing,Irregular
6618,6618,attrite,attriting,V;V.PTCP;PRS,-e+ing,Irregular
6620,6620,overread,overreading,V;V.PTCP;PRS,+ing,Regular
6624,6624,strangulate,strangulating,V;V.PTCP;PRS,-e+ing,Irregular
6628,6628,becurse,becursing,V;V.PTCP;PRS,-e+ing,Irregular
6632,6632,autorotate,autorotating,V;V.PTCP;PRS,-e+ing,Irregular
6634,6634,kaypoh,kaypohing,V;V.PTCP;PRS,+ing,Regular
6642,6642,grutch,grutching,V;V.PTCP;PRS,+ing,Regular
6643,6643,italicise,italicising,V;V.PTCP;PRS,-e+ing,Irregular
6649,6649,blackmail,blackmailing,V;V.PTCP;PRS,+ing,Regular
6652,6652,overattribute,overattributing,V;V.PTCP;PRS,-e+ing,Irregular
6654,6654,rigidify,rigidifying,V;V.PTCP;PRS,+ing,Regular
6658,6658,ellisize,ellisizing,V;V.PTCP;PRS,-e+ing,Irregular
6659,6659,traffic,trafficking,V;V.PTCP;PRS,special,Irregular
6665,6665,pestre,pestring,V;V.PTCP;PRS,-e+ing,Irregular
6672,6672,æstuate,æstuating,V;V.PTCP;PRS,-e+ing,Irregular
6674,6674,devoid,devoiding,V;V.PTCP;PRS,+ing,Regular
6676,6676,unspit,unspitting,V;V.PTCP;PRS,double spell,Irregular
6677,6677,entangel,entangeling,V;V.PTCP;PRS,+ing,Regular
6678,6678,withsake,withsaking,V;V.PTCP;PRS,-e+ing,Irregular
6680,6680,pitchpole,pitchpoling,V;V.PTCP;PRS,-e+ing,Irregular
6681,6681,beman,bemanning,V;V.PTCP;PRS,double spell,Irregular
6684,6684,shadowgraph,shadowgraphing,V;V.PTCP;PRS,+ing,Regular
6692,6692,thermolyze,thermolyzing,V;V.PTCP;PRS,-e+ing,Irregular
6693,6693,deglycosylate,deglycosylating,V;V.PTCP;PRS,-e+ing,Irregular
6700,6700,ensign,ensigning,V;V.PTCP;PRS,+ing,Regular
6701,6701,excitate,excitating,V;V.PTCP;PRS,-e+ing,Irregular
6707,6707,bemaze,bemazing,V;V.PTCP;PRS,-e+ing,Irregular
6708,6708,draught,draughting,V;V.PTCP;PRS,+ing,Regular
6712,6712,photoisomerize,photoisomerizing,V;V.PTCP;PRS,-e+ing,Irregular
6713,6713,belearn,belearning,V;V.PTCP;PRS,+ing,Regular
6715,6715,visualize,visualizing,V;V.PTCP;PRS,-e+ing,Irregular
6719,6719,wuv,wuving,V;V.PTCP;PRS,+ing,Regular
6725,6725,goo,gooing,V;V.PTCP;PRS,+ing,Regular
6728,6728,ratify,ratifying,V;V.PTCP;PRS,+ing,Regular
6741,6741,hector,hectoring,V;V.PTCP;PRS,+ing,Regular
6743,6743,thack,thacking,V;V.PTCP;PRS,+ing,Regular
6744,6744,sculd,sculding,V;V.PTCP;PRS,+ing,Regular
6745,6745,unspool,unspooling,V;V.PTCP;PRS,+ing,Regular
6751,6751,balkanize,balkanizing,V;V.PTCP;PRS,-e+ing,Irregular
6753,6753,headbang,headbanging,V;V.PTCP;PRS,+ing,Regular
6754,6754,pillory,pillorying,V;V.PTCP;PRS,+ing,Regular
6767,6767,clout,clouting,V;V.PTCP;PRS,+ing,Regular
6776,6776,outlie,outlying,V;V.PTCP;PRS,special,Irregular
6781,6781,spur,spurring,V;V.PTCP;PRS,double spell,Irregular
6796,6796,rift,rifting,V;V.PTCP;PRS,+ing,Regular
6803,6803,malfunction,malfunctioning,V;V.PTCP;PRS,+ing,Regular
6804,6804,pole-vault,pole-vaulting,V;V.PTCP;PRS,+ing,Regular
6808,6808,uncinch,uncinching,V;V.PTCP;PRS,+ing,Regular
6829,6829,jordanianize,jordanianizing,V;V.PTCP;PRS,-e+ing,Irregular
6837,6837,foredate,foredating,V;V.PTCP;PRS,-e+ing,Irregular
6841,6841,profanate,profanating,V;V.PTCP;PRS,-e+ing,Irregular
6843,6843,deregulate,deregulating,V;V.PTCP;PRS,-e+ing,Irregular
6844,6844,unrack,unracking,V;V.PTCP;PRS,+ing,Regular
6851,6851,misdefine,misdefining,V;V.PTCP;PRS,-e+ing,Irregular
6853,6853,tabu,tabuing,V;V.PTCP;PRS,+ing,Regular
6857,6857,face,facing,V;V.PTCP;PRS,-e+ing,Irregular
6880,6880,cheat,cheating,V;V.PTCP;PRS,+ing,Regular
6885,6885,ungrab,ungrabbing,V;V.PTCP;PRS,double spell,Irregular
6888,6888,sad-iron,sad-ironing,V;V.PTCP;PRS,+ing,Regular
6890,6890,palestinianize,palestinianizing,V;V.PTCP;PRS,-e+ing,Irregular
6895,6895,resurrectionize,resurrectionizing,V;V.PTCP;PRS,-e+ing,Irregular
6904,6904,repay,repaying,V;V.PTCP;PRS,+ing,Regular
6906,6906,declaw,declawing,V;V.PTCP;PRS,+ing,Regular
6910,6910,reflow,reflowing,V;V.PTCP;PRS,+ing,Regular
6914,6914,effeminize,effeminizing,V;V.PTCP;PRS,-e+ing,Irregular
6916,6916,co-operate,co-operating,V;V.PTCP;PRS,-e+ing,Irregular
6918,6918,repress,repressing,V;V.PTCP;PRS,+ing,Regular
6920,6920,desilver,desilvering,V;V.PTCP;PRS,+ing,Regular
6923,6923,jones,jonesing,V;V.PTCP;PRS,+ing,Regular
6927,6927,mishope,mishoping,V;V.PTCP;PRS,-e+ing,Irregular
6931,6931,protestantize,protestantizing,V;V.PTCP;PRS,-e+ing,Irregular
6935,6935,red,redding,V;V.PTCP;PRS,double spell,Irregular
6936,6936,laff,laffing,V;V.PTCP;PRS,+ing,Regular
6940,6940,serpentize,serpentizing,V;V.PTCP;PRS,-e+ing,Irregular
6948,6948,reboil,reboiling,V;V.PTCP;PRS,+ing,Regular
6952,6952,unroof,unroofing,V;V.PTCP;PRS,+ing,Regular
6958,6958,beatbox,beatboxing,V;V.PTCP;PRS,+ing,Regular
6960,6960,addulce,addulcing,V;V.PTCP;PRS,-e+ing,Irregular
6962,6962,unpunctuate,unpunctuating,V;V.PTCP;PRS,-e+ing,Irregular
6965,6965,anchour,anchouring,V;V.PTCP;PRS,+ing,Regular
6971,6971,dower,dowering,V;V.PTCP;PRS,+ing,Regular
6979,6979,dj,djing,V;V.PTCP;PRS,+ing,Regular
6981,6981,sam,samming,V;V.PTCP;PRS,double spell,Irregular
6983,6983,reëmbark,reëmbarking,V;V.PTCP;PRS,+ing,Regular
6989,6989,sailboard,sailboarding,V;V.PTCP;PRS,+ing,Regular
6991,6991,valorise,valorising,V;V.PTCP;PRS,-e+ing,Irregular
6999,6999,knock,knocking,V;V.PTCP;PRS,+ing,Regular
7000,7000,smoothen,smoothening,V;V.PTCP;PRS,+ing,Regular
7005,7005,misinvest,misinvesting,V;V.PTCP;PRS,+ing,Regular
7006,7006,uncypher,uncyphering,V;V.PTCP;PRS,+ing,Regular
7011,7011,vint,vinting,V;V.PTCP;PRS,+ing,Regular
7012,7012,rebill,rebilling,V;V.PTCP;PRS,+ing,Regular
7016,7016,misplant,misplanting,V;V.PTCP;PRS,+ing,Regular
7035,7035,undercreep,undercreeping,V;V.PTCP;PRS,+ing,Regular
7036,7036,bedrite,bedriting,V;V.PTCP;PRS,-e+ing,Irregular
7040,7040,eponymize,eponymizing,V;V.PTCP;PRS,-e+ing,Irregular
7044,7044,smarten,smartening,V;V.PTCP;PRS,+ing,Regular
7046,7046,sternutate,sternutating,V;V.PTCP;PRS,-e+ing,Irregular
7048,7048,ramify,ramifying,V;V.PTCP;PRS,+ing,Regular
7052,7052,hire,hiring,V;V.PTCP;PRS,-e+ing,Irregular
7055,7055,enamel,enamelling,V;V.PTCP;PRS,double spell,Irregular
7057,7057,brickfilm,brickfilming,V;V.PTCP;PRS,+ing,Regular
7060,7060,spotlight,spotlighting,V;V.PTCP;PRS,+ing,Regular
7062,7062,budget,budgeting,V;V.PTCP;PRS,+ing,Regular
7064,7064,redenominate,redenominating,V;V.PTCP;PRS,-e+ing,Irregular
7069,7069,roentgenograph,roentgenographing,V;V.PTCP;PRS,+ing,Regular
7077,7077,bob,bobbing,V;V.PTCP;PRS,double spell,Irregular
7082,7082,relodge,relodging,V;V.PTCP;PRS,-e+ing,Irregular
7084,7084,pastime,pastiming,V;V.PTCP;PRS,-e+ing,Irregular
7101,7101,ruffian,ruffianing,V;V.PTCP;PRS,+ing,Regular
7103,7103,wash,washing,V;V.PTCP;PRS,+ing,Regular
7108,7108,stalemate,stalemating,V;V.PTCP;PRS,-e+ing,Irregular
7114,7114,grandfather,grandfathering,V;V.PTCP;PRS,+ing,Regular
7150,7150,wub,wubbing,V;V.PTCP;PRS,double spell,Irregular
7162,7162,overthrow,overthrowing,V;V.PTCP;PRS,+ing,Regular
7164,7164,relegalise,relegalising,V;V.PTCP;PRS,-e+ing,Irregular
7167,7167,lin,linning,V;V.PTCP;PRS,double spell,Irregular
7170,7170,disinvent,disinventing,V;V.PTCP;PRS,+ing,Regular
7171,7171,scuffle,scuffling,V;V.PTCP;PRS,-e+ing,Irregular
7175,7175,inocubate,inocubating,V;V.PTCP;PRS,-e+ing,Irregular
7177,7177,overboil,overboiling,V;V.PTCP;PRS,+ing,Regular
7178,7178,unbridle,unbridling,V;V.PTCP;PRS,-e+ing,Irregular
7179,7179,unkey,unkeying,V;V.PTCP;PRS,+ing,Regular
7187,7187,snew,snewing,V;V.PTCP;PRS,+ing,Regular
7197,7197,warez,warezing,V;V.PTCP;PRS,+ing,Regular
7205,7205,snoggle,snoggling,V;V.PTCP;PRS,-e+ing,Irregular
7224,7224,mute,muting,V;V.PTCP;PRS,-e+ing,Irregular
7225,7225,overpitch,overpitching,V;V.PTCP;PRS,+ing,Regular
7228,7228,fiat,fiating,V;V.PTCP;PRS,+ing,Regular
7234,7234,reconvert,reconverting,V;V.PTCP;PRS,+ing,Regular
7236,7236,interbring,interbringing,V;V.PTCP;PRS,+ing,Regular
7237,7237,microassay,microassaying,V;V.PTCP;PRS,+ing,Regular
7240,7240,heterosexualize,heterosexualizing,V;V.PTCP;PRS,-e+ing,Irregular
7241,7241,bellow,bellowing,V;V.PTCP;PRS,+ing,Regular
7253,7253,indevour,indevouring,V;V.PTCP;PRS,+ing,Regular
7256,7256,glome,gloming,V;V.PTCP;PRS,-e+ing,Irregular
7258,7258,sheep-dip,sheep-dipping,V;V.PTCP;PRS,double spell,Irregular
7260,7260,spork,sporking,V;V.PTCP;PRS,+ing,Regular
7278,7278,governess,governessing,V;V.PTCP;PRS,+ing,Regular
7280,7280,oblectate,oblectating,V;V.PTCP;PRS,-e+ing,Irregular
7281,7281,surmise,surmising,V;V.PTCP;PRS,-e+ing,Irregular
7282,7282,auscult,ausculting,V;V.PTCP;PRS,+ing,Regular
7293,7293,deadhead,deadheading,V;V.PTCP;PRS,+ing,Regular
7303,7303,overdoss,overdossing,V;V.PTCP;PRS,+ing,Regular
7305,7305,eutrophicate,eutrophicating,V;V.PTCP;PRS,-e+ing,Irregular
7324,7324,upclimb,upclimbing,V;V.PTCP;PRS,+ing,Regular
7325,7325,distinguish,distinguishing,V;V.PTCP;PRS,+ing,Regular
7326,7326,bass,bassing,V;V.PTCP;PRS,+ing,Regular
7328,7328,commute,commuting,V;V.PTCP;PRS,-e+ing,Irregular
7329,7329,quadrate,quadrating,V;V.PTCP;PRS,-e+ing,Irregular
7331,7331,chaunge,chaunging,V;V.PTCP;PRS,-e+ing,Irregular
7336,7336,snivel,snivelling,V;V.PTCP;PRS,double spell,Irregular
7337,7337,fickle,fickling,V;V.PTCP;PRS,-e+ing,Irregular
7339,7339,fuffle,fuffling,V;V.PTCP;PRS,-e+ing,Irregular
7349,7349,mismark,mismarking,V;V.PTCP;PRS,+ing,Regular
7359,7359,ovariectomize,ovariectomizing,V;V.PTCP;PRS,-e+ing,Irregular
7364,7364,car-jack,car-jacking,V;V.PTCP;PRS,+ing,Regular
7365,7365,normalise,normalising,V;V.PTCP;PRS,-e+ing,Irregular
7368,7368,belull,belulling,V;V.PTCP;PRS,+ing,Regular
7369,7369,outpace,outpacing,V;V.PTCP;PRS,-e+ing,Irregular
7370,7370,misaddress,misaddressing,V;V.PTCP;PRS,+ing,Regular
7372,7372,cumber,cumbering,V;V.PTCP;PRS,+ing,Regular
7375,7375,croak,croaking,V;V.PTCP;PRS,+ing,Regular
7385,7385,in,inning,V;V.PTCP;PRS,double spell,Irregular
7393,7393,misbefall,misbefalling,V;V.PTCP;PRS,+ing,Regular
7398,7398,tetanise,tetanising,V;V.PTCP;PRS,-e+ing,Irregular
7407,7407,arborize,arborizing,V;V.PTCP;PRS,-e+ing,Irregular
7412,7412,forban,forbanning,V;V.PTCP;PRS,double spell,Irregular
7413,7413,front,fronting,V;V.PTCP;PRS,+ing,Regular
7418,7418,catalanize,catalanizing,V;V.PTCP;PRS,-e+ing,Irregular
7426,7426,pyrolyse,pyrolysing,V;V.PTCP;PRS,-e+ing,Irregular
7427,7427,refight,refighting,V;V.PTCP;PRS,+ing,Regular
7428,7428,imprison,imprisoning,V;V.PTCP;PRS,+ing,Regular
7430,7430,beswike,beswiking,V;V.PTCP;PRS,-e+ing,Irregular
7441,7441,twire,twiring,V;V.PTCP;PRS,-e+ing,Irregular
7450,7450,flourish,flourishing,V;V.PTCP;PRS,+ing,Regular
7451,7451,disfashion,disfashioning,V;V.PTCP;PRS,+ing,Regular
7452,7452,generalize,generalizing,V;V.PTCP;PRS,-e+ing,Irregular
7454,7454,feudalise,feudalising,V;V.PTCP;PRS,-e+ing,Irregular
7465,7465,dice,dicing,V;V.PTCP;PRS,-e+ing,Irregular
7468,7468,plat,platting,V;V.PTCP;PRS,double spell,Irregular
7482,7482,disrespect,disrespecting,V;V.PTCP;PRS,+ing,Regular
7483,7483,trimethylate,trimethylating,V;V.PTCP;PRS,-e+ing,Irregular
7490,7490,futureproof,futureproofing,V;V.PTCP;PRS,+ing,Regular
7491,7491,hawk,hawking,V;V.PTCP;PRS,+ing,Regular
7497,7497,hightail,hightailing,V;V.PTCP;PRS,+ing,Regular
7505,7505,fibrin,fibrining,V;V.PTCP;PRS,+ing,Regular
7506,7506,pour,pouring,V;V.PTCP;PRS,+ing,Regular
7507,7507,enclave,enclaving,V;V.PTCP;PRS,-e+ing,Irregular
7516,7516,exprobate,exprobating,V;V.PTCP;PRS,-e+ing,Irregular
7521,7521,crochet,crocheting,V;V.PTCP;PRS,+ing,Regular
