	Index	root	inflection	tag	rule	reg	diff	count	each count
8890	8890	imbase	imbased	V;V.PTCP;PST	+d	Irregular	-d	1718	862
8891	8891	fructuate	fructuated	V;V.PTCP;PST	+d	Irregular	-d	1718	862
8892	8892	visard	visarded	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
8893	8893	repurpose	repurpose	V;NFIN	no change	Regular	-	2035	2008
8894	8894	blank	blanked	V;PST	+ed	Regular	-ed	1605	817
8895	8895	bull	bulling	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
8896	8896	tautologize	tautologize	V;NFIN	no change	Regular	-	2035	2008
8897	8897	consonantize	consonantizes	V;3;SG;PRS	+s	Regular	-s	1842	1842
8898	8898	maa	maaed	V;PST	+ed	Regular	-ed	1605	817
8899	8899	subvocalize	subvocalized	V;V.PTCP;PST	+d	Irregular	-d	1718	862
8900	8900	paste	pasted	V;V.PTCP;PST	+d	Irregular	-d	1718	862
8901	8901	zest	zested	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
8902	8902	unbank	unbank	V;NFIN	no change	Regular	-	2035	2008
8903	8903	yuck	yucks	V;3;SG;PRS	+s	Regular	-s	1842	1842
8904	8904	recoat	recoating	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
8905	8905	malt	malts	V;3;SG;PRS	+s	Regular	-s	1842	1842
8906	8906	face-plant	face-planted	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
8907	8907	transmetallate	transmetallated	V;PST	+d	Irregular	-d	1718	856
8908	8908	resort	resorted	V;PST	+ed	Regular	-ed	1605	817
8909	8909	re-organize	re-organizing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
8910	8910	front-load	front-loading	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
8911	8911	up-plow	up-plowed	V;PST	+ed	Regular	-ed	1605	817
8912	8912	unshroud	unshrouded	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
8913	8913	nosegrind	nosegrinded	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
8914	8914	preambulate	preambulate	V;NFIN	no change	Regular	-	2035	2008
8915	8915	scan	scan	V;NFIN	no change	Regular	-	2035	2008
8916	8916	dog	dogged	V;PST	double spell	Irregular	-ged	40	18
8917	8917	kidnap	kidnaps	V;3;SG;PRS	+s	Regular	-s	1842	1842
8918	8918	botrytize	botrytize	V;NFIN	no change	Regular	-	2035	2008
8919	8919	get	got	V;PST	special	Irregular	e-o	2	2
8920	8920	pan-fry	pan-fries	V;3;SG;PRS	y-ies	Irregular	y-ies	74	74
8921	8921	daw	dawed	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
8922	8922	discide	discides	V;3;SG;PRS	+s	Regular	-s	1842	1842
8923	8923	proportion	proportions	V;3;SG;PRS	+s	Regular	-s	1842	1842
8924	8924	obumbrate	obumbrating	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
8925	8925	praemunire	praemunire	V;NFIN	no change	Regular	-	2035	2008
8926	8926	remineralize	remineralize	V;NFIN	no change	Regular	-	2035	2008
8927	8927	bebump	bebumps	V;3;SG;PRS	+s	Regular	-s	1842	1842
8928	8928	levant	levant	V;NFIN	no change	Regular	-	2035	2008
8929	8929	propose	propose	V;NFIN	no change	Regular	-	2035	2008
8930	8930	balderdash	balderdashes	V;3;SG;PRS	+es	Irregular	-es	103	103
8931	8931	hoar	hoared	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
8932	8932	embronze	embronze	V;NFIN	no change	Regular	-	2035	2008
8933	8933	new-model	new-models	V;3;SG;PRS	+s	Regular	-s	1842	1842
8934	8934	debar	debar	V;NFIN	no change	Regular	-	2035	2008
8935	8935	begrudge	begrudges	V;3;SG;PRS	+s	Regular	-s	1842	1842
8936	8936	deep-copy	deep-copy	V;NFIN	no change	Regular	-	2035	2008
8937	8937	trope	tropes	V;3;SG;PRS	+s	Regular	-s	1842	1842
8938	8938	autoclave	autoclaved	V;V.PTCP;PST	+d	Irregular	-d	1718	862
8939	8939	traunt	traunts	V;3;SG;PRS	+s	Regular	-s	1842	1842
8940	8940	palatize	palatized	V;PST	+d	Irregular	-d	1718	856
8941	8941	question	questioned	V;PST	+ed	Regular	-ed	1605	817
8942	8942	philosophize	philosophized	V;PST	+d	Irregular	-d	1718	856
8943	8943	monologize	monologizing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
8944	8944	commensurate	commensurates	V;3;SG;PRS	+s	Regular	-s	1842	1842
8945	8945	mang	manged	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
8946	8946	phytoextract	phytoextracted	V;PST	+ed	Regular	-ed	1605	817
8947	8947	prink	prinked	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
8948	8948	forslowth	forslowthing	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
8949	8949	disembosom	disembosoms	V;3;SG;PRS	+s	Regular	-s	1842	1842
8950	8950	surcharge	surcharges	V;3;SG;PRS	+s	Regular	-s	1842	1842
8951	8951	slum	slumming	V;V.PTCP;PRS	double spell	Irregular	-ming	12	12
8952	8952	hight	highting	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
8953	8953	negate	negate	V;NFIN	no change	Regular	-	2035	2008
8954	8954	circumambulate	circumambulates	V;3;SG;PRS	+s	Regular	-s	1842	1842
8955	8955	chapel	chapels	V;3;SG;PRS	+s	Regular	-s	1842	1842
8956	8956	sluff	sluffed	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
8957	8957	overcentralize	overcentralized	V;V.PTCP;PST	+d	Irregular	-d	1718	862
8958	8958	pipet	pipetting	V;V.PTCP;PRS	double spell	Irregular	-ting	38	38
8959	8959	incandesce	incandescing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
8960	8960	geneticize	geneticize	V;NFIN	no change	Regular	-	2035	2008
8961	8961	keelhaul	keelhauling	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
8962	8962	delicense	delicense	V;NFIN	no change	Regular	-	2035	2008
8963	8963	gong	gonging	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
8964	8964	levitate	levitated	V;V.PTCP;PST	+d	Irregular	-d	1718	862
8965	8965	ransom	ransom	V;NFIN	no change	Regular	-	2035	2008
8966	8966	monochromatize	monochromatized	V;V.PTCP;PST	+d	Irregular	-d	1718	862
8967	8967	sidetrack	sidetracks	V;3;SG;PRS	+s	Regular	-s	1842	1842
8968	8968	sextuple	sextupled	V;V.PTCP;PST	+d	Irregular	-d	1718	862
8969	8969	rematch	rematched	V;PST	+ed	Regular	-ed	1605	817
8970	8970	ferry	ferried	V;PST	y-ied	Irregular	y-ied	145	79
8971	8971	cannulate	cannulated	V;V.PTCP;PST	+d	Irregular	-d	1718	862
8972	8972	hobandnob	hobandnobs	V;3;SG;PRS	+s	Regular	-s	1842	1842
8973	8973	flutter	fluttering	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
8974	8974	retroreflect	retroreflecting	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
8975	8975	flate	flates	V;3;SG;PRS	+s	Regular	-s	1842	1842
8976	8976	conceave	conceaves	V;3;SG;PRS	+s	Regular	-s	1842	1842
8977	8977	undulate	undulated	V;V.PTCP;PST	+d	Irregular	-d	1718	862
8978	8978	overcoach	overcoach	V;NFIN	no change	Regular	-	2035	2008
8979	8979	checkpoint	checkpoints	V;3;SG;PRS	+s	Regular	-s	1842	1842
8980	8980	deglove	degloved	V;V.PTCP;PST	+d	Irregular	-d	1718	862
8981	8981	overstrain	overstraining	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
8982	8982	decolor	decolored	V;PST	+ed	Regular	-ed	1605	817
8983	8983	refit	refitting	V;V.PTCP;PRS	double spell	Irregular	-ting	38	38
8984	8984	untrap	untraps	V;3;SG;PRS	+s	Regular	-s	1842	1842
8985	8985	cryoprotect	cryoprotect	V;NFIN	no change	Regular	-	2035	2008
8986	8986	foregrasp	foregrasps	V;3;SG;PRS	+s	Regular	-s	1842	1842
8987	8987	pun	punned	V;V.PTCP;PST	double spell	Irregular	-ned	20	8
8988	8988	mis-hit	mis-hit	V;V.PTCP;PST	no change	Irregular	-	2035	11
8989	8989	retile	retiles	V;3;SG;PRS	+s	Regular	-s	1842	1842
8990	8990	palter	paltered	V;PST	+ed	Regular	-ed	1605	817
8991	8991	gradation	gradationed	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
8992	8992	waterboard	waterboard	V;NFIN	no change	Regular	-	2035	2008
8993	8993	strapple	strappling	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
8994	8994	attain	attaining	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
8995	8995	rebreathe	rebreathing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
8996	8996	quetch	quetched	V;PST	+ed	Regular	-ed	1605	817
8997	8997	scrap	scraps	V;3;SG;PRS	+s	Regular	-s	1842	1842
8998	8998	enthrall	enthralling	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
8999	8999	declaim	declaim	V;NFIN	no change	Regular	-	2035	2008
9000	9000	interleave	interleaving	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
9001	9001	ruby	ruby	V;NFIN	no change	Regular	-	2035	2008
9002	9002	merce	merced	V;PST	+d	Irregular	-d	1718	856
9003	9003	wyte	wytes	V;3;SG;PRS	+s	Regular	-s	1842	1842
9004	9004	essoin	essoining	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
9005	9005	dally	dallying	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
9006	9006	steamboat	steamboats	V;3;SG;PRS	+s	Regular	-s	1842	1842
9007	9007	machete	macheting	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
9008	9008	kraal	kraaling	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
9009	9009	deprogramme	deprogrammed	V;V.PTCP;PST	+d	Irregular	-d	1718	862
9010	9010	scrimshaw	scrimshaws	V;3;SG;PRS	+s	Regular	-s	1842	1842
9011	9011	remarry	remarry	V;NFIN	no change	Regular	-	2035	2008
9012	9012	muslimize	muslimizing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
9013	9013	uncurse	uncursed	V;V.PTCP;PST	+d	Irregular	-d	1718	862
9014	9014	unsay	unsays	V;3;SG;PRS	+s	Regular	-s	1842	1842
9015	9015	wether	wethered	V;PST	+ed	Regular	-ed	1605	817
9016	9016	birdlime	birdlimed	V;V.PTCP;PST	+d	Irregular	-d	1718	862
9017	9017	worm	wormed	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
9018	9018	phantomize	phantomizing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
9019	9019	densify	densified	V;V.PTCP;PST	y-ied	Irregular	y-ied	145	66
9020	9020	vermiculate	vermiculate	V;NFIN	no change	Regular	-	2035	2008
9021	9021	lappet	lappets	V;3;SG;PRS	+s	Regular	-s	1842	1842
9022	9022	beghast	beghasts	V;3;SG;PRS	+s	Regular	-s	1842	1842
9023	9023	unrein	unreins	V;3;SG;PRS	+s	Regular	-s	1842	1842
9024	9024	inthrone	inthroning	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
9025	9025	renourish	renourish	V;NFIN	no change	Regular	-	2035	2008
9026	9026	cap	caps	V;3;SG;PRS	+s	Regular	-s	1842	1842
9027	9027	dosado	dosadoing	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
9028	9028	gedge	gedged	V;PST	+d	Irregular	-d	1718	856
9029	9029	cadence	cadencing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
9030	9030	villainize	villainize	V;NFIN	no change	Regular	-	2035	2008
9031	9031	desex	desexed	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
9032	9032	collodionize	collodionizing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
9033	9033	cashier	cashier	V;NFIN	no change	Regular	-	2035	2008
9034	9034	memorate	memorates	V;3;SG;PRS	+s	Regular	-s	1842	1842
9035	9035	unsaint	unsainted	V;PST	+ed	Regular	-ed	1605	817
9036	9036	gard	gards	V;3;SG;PRS	+s	Regular	-s	1842	1842
9037	9037	flagitate	flagitating	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
9038	9038	double-check	double-check	V;NFIN	no change	Regular	-	2035	2008
9039	9039	overstride	overstrode	V;V.PTCP;PST	special	Irregular	i-o	15	3
9040	9040	dander	dandered	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
9041	9041	gauffer	gauffered	V;PST	+ed	Regular	-ed	1605	817
9042	9042	partialize	partialize	V;NFIN	no change	Regular	-	2035	2008
9043	9043	countermure	countermure	V;NFIN	no change	Regular	-	2035	2008
9044	9044	immunodetect	immunodetecting	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
9045	9045	expurge	expurges	V;3;SG;PRS	+s	Regular	-s	1842	1842
9046	9046	elbow	elbows	V;3;SG;PRS	+s	Regular	-s	1842	1842
9047	9047	depauperize	depauperized	V;PST	+d	Irregular	-d	1718	856
9048	9048	freeload	freeloaded	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
9049	9049	drab	drab	V;NFIN	no change	Regular	-	2035	2008
9050	9050	young	younged	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
9051	9051	suss	sussed	V;PST	+ed	Regular	-ed	1605	817
9052	9052	bankroll	bankrolls	V;3;SG;PRS	+s	Regular	-s	1842	1842
9053	9053	proceed	proceed	V;NFIN	no change	Regular	-	2035	2008
9054	9054	t-bone	t-boned	V;V.PTCP;PST	+d	Irregular	-d	1718	862
9055	9055	fix	fixt	V;PST	special	Irregular	-t	11	5
9056	9056	betall	betalling	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
9057	9057	precipitate	precipitated	V;V.PTCP;PST	+d	Irregular	-d	1718	862
9058	9058	goo	gooed	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
9059	9059	regress	regresses	V;3;SG;PRS	+es	Irregular	-es	103	103
9060	9060	emove	emoved	V;PST	+d	Irregular	-d	1718	856
9061	9061	proffre	proffred	V;V.PTCP;PST	+d	Irregular	-d	1718	862
9062	9062	bolster	bolster	V;NFIN	no change	Regular	-	2035	2008
9063	9063	holiday	holidays	V;3;SG;PRS	+s	Regular	-s	1842	1842
9064	9064	squander	squandered	V;PST	+ed	Regular	-ed	1605	817
9065	9065	legitimate	legitimates	V;3;SG;PRS	+s	Regular	-s	1842	1842
9066	9066	estruate	estruated	V;PST	+d	Irregular	-d	1718	856
9067	9067	scruffle	scruffled	V;V.PTCP;PST	+d	Irregular	-d	1718	862
9068	9068	recoup	recouping	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
9069	9069	magnificate	magnificate	V;NFIN	no change	Regular	-	2035	2008
9070	9070	peroxidize	peroxidize	V;NFIN	no change	Regular	-	2035	2008
9071	9071	opine	opines	V;3;SG;PRS	+s	Regular	-s	1842	1842
9072	9072	forwrap	forwrap	V;NFIN	no change	Regular	-	2035	2008
9073	9073	cheesepare	cheesepare	V;NFIN	no change	Regular	-	2035	2008
9074	9074	menace	menaced	V;PST	+d	Irregular	-d	1718	856
9075	9075	snip	snipped	V;V.PTCP;PST	double spell	Irregular	-ped	54	28
9076	9076	sum	summed	V;V.PTCP;PST	double spell	Irregular	-med	23	12
9077	9077	recan	recanned	V;V.PTCP;PST	double spell	Irregular	-ned	20	8
9078	9078	transceive	transceives	V;3;SG;PRS	+s	Regular	-s	1842	1842
9079	9079	distitle	distitles	V;3;SG;PRS	+s	Regular	-s	1842	1842
9080	9080	nitrocarburize	nitrocarburized	V;PST	+d	Irregular	-d	1718	856
9081	9081	begather	begathers	V;3;SG;PRS	+s	Regular	-s	1842	1842
9082	9082	spleen	spleens	V;3;SG;PRS	+s	Regular	-s	1842	1842
9083	9083	loyalize	loyalized	V;PST	+d	Irregular	-d	1718	856
9084	9084	intensify	intensify	V;NFIN	no change	Regular	-	2035	2008
9085	9085	scomfish	scomfished	V;PST	+ed	Regular	-ed	1605	817
9086	9086	ventralize	ventralized	V;V.PTCP;PST	+d	Irregular	-d	1718	862
9087	9087	emborder	embordered	V;PST	+ed	Regular	-ed	1605	817
9088	9088	demineralise	demineralise	V;NFIN	no change	Regular	-	2035	2008
9089	9089	buckler	bucklering	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
9090	9090	about-face	about-faced	V;PST	+d	Irregular	-d	1718	856
9091	9091	overthink	overthought	V;V.PTCP;PST	special	Irregular	ink-ought	4	2
9092	9092	consist	consists	V;3;SG;PRS	+s	Regular	-s	1842	1842
9093	9093	desume	desumes	V;3;SG;PRS	+s	Regular	-s	1842	1842
9094	9094	poulder	pouldered	V;PST	+ed	Regular	-ed	1605	817
9095	9095	nutrify	nutrified	V;PST	y-ied	Irregular	y-ied	145	79
9096	9096	await	awaits	V;3;SG;PRS	+s	Regular	-s	1842	1842
9097	9097	biff	biffed	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
9098	9098	uncloud	unclouds	V;3;SG;PRS	+s	Regular	-s	1842	1842
9099	9099	yoik	yoiked	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
9100	9100	agriculturise	agriculturises	V;3;SG;PRS	+s	Regular	-s	1842	1842
9101	9101	incross	incross	V;NFIN	no change	Regular	-	2035	2008
9102	9102	carbone	carboned	V;PST	+d	Irregular	-d	1718	856
9103	9103	misunderstand	misunderstands	V;3;SG;PRS	+s	Regular	-s	1842	1842
9104	9104	platform	platforms	V;3;SG;PRS	+s	Regular	-s	1842	1842
9105	9105	fluidify	fluidified	V;PST	y-ied	Irregular	y-ied	145	79
9106	9106	recrumple	recrumpling	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
9107	9107	unweave	unweaves	V;3;SG;PRS	+s	Regular	-s	1842	1842
9108	9108	knowleche	knowleched	V;V.PTCP;PST	+d	Irregular	-d	1718	862
9109	9109	attest	attest	V;NFIN	no change	Regular	-	2035	2008
9110	9110	propitiate	propitiates	V;3;SG;PRS	+s	Regular	-s	1842	1842
9111	9111	outpunch	outpunches	V;3;SG;PRS	+es	Irregular	-es	103	103
9112	9112	propagandize	propagandized	V;V.PTCP;PST	+d	Irregular	-d	1718	862
9113	9113	up	upped	V;V.PTCP;PST	double spell	Irregular	-ped	54	28
9114	9114	departmentalise	departmentalise	V;NFIN	no change	Regular	-	2035	2008
9115	9115	jacket	jacketing	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
9116	9116	oversit	oversat	V;PST	special	Irregular	i-a	10	9
9117	9117	smatter	smatter	V;NFIN	no change	Regular	-	2035	2008
9118	9118	overglide	overglided	V;PST	+d	Irregular	-d	1718	856
9119	9119	embrighten	embrightened	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
9120	9120	inbreed	inbred	V;PST	special	Irregular	ed-d	8	7
9121	9121	fishtail	fishtailed	V;PST	+ed	Regular	-ed	1605	817
9122	9122	immobilize	immobilize	V;NFIN	no change	Regular	-	2035	2008
9123	9123	forthput	forthput	V;V.PTCP;PST	no change	Irregular	-	2035	11
9124	9124	decede	decede	V;NFIN	no change	Regular	-	2035	2008
9125	9125	offcast	offcast	V;V.PTCP;PST	no change	Irregular	-	2035	11
9126	9126	print	print	V;NFIN	no change	Regular	-	2035	2008
9127	9127	hunger	hunger	V;NFIN	no change	Regular	-	2035	2008
9128	9128	land	land	V;NFIN	no change	Regular	-	2035	2008
9129	9129	self-pleasure	self-pleasured	V;PST	+d	Irregular	-d	1718	856
9130	9130	reassociate	reassociate	V;NFIN	no change	Regular	-	2035	2008
9131	9131	hymn	hymned	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
9132	9132	reciprocate	reciprocated	V;PST	+d	Irregular	-d	1718	856
9133	9133	pellet	pelleted	V;PST	+ed	Regular	-ed	1605	817
9134	9134	libyanize	libyanized	V;PST	+d	Irregular	-d	1718	856
9135	9135	yomp	yomps	V;3;SG;PRS	+s	Regular	-s	1842	1842
9136	9136	confœderate	*confœderates	V;3;SG;PRS	special	Irregular	confœderate-*confœderates	1	1
9137	9137	roquet	roquet	V;NFIN	no change	Regular	-	2035	2008
9138	9138	tickle	tickle	V;NFIN	no change	Regular	-	2035	2008
9139	9139	mildewproof	mildewproofing	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
9140	9140	monopolize	monopolize	V;NFIN	no change	Regular	-	2035	2008
9141	9141	ayield	ayielding	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
9142	9142	sark	sarked	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
9143	9143	enchant	enchants	V;3;SG;PRS	+s	Regular	-s	1842	1842
9144	9144	rigidize	rigidized	V;PST	+d	Irregular	-d	1718	856
9145	9145	disheir	disheiring	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
9146	9146	hanafize	hanafize	V;NFIN	no change	Regular	-	2035	2008
9147	9147	untag	untagged	V;V.PTCP;PST	double spell	Irregular	-ged	40	22
9148	9148	ribbon	ribboned	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
9149	9149	prerequire	prerequires	V;3;SG;PRS	+s	Regular	-s	1842	1842
9150	9150	dike	dikes	V;3;SG;PRS	+s	Regular	-s	1842	1842
9151	9151	restrategize	restrategizes	V;3;SG;PRS	+s	Regular	-s	1842	1842
9152	9152	procrastine	procrastining	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
9153	9153	mill	milled	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
9154	9154	reshake	reshook	V;PST	special	Irregular	ake-ook	6	6
9155	9155	unpark	unparked	V;PST	+ed	Regular	-ed	1605	817
9156	9156	terrorize	terrorized	V;V.PTCP;PST	+d	Irregular	-d	1718	862
9157	9157	unshape	unshaping	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
9158	9158	taughten	taughtened	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
9159	9159	quarterback	quarterbacked	V;PST	+ed	Regular	-ed	1605	817
9160	9160	exotify	exotified	V;PST	y-ied	Irregular	y-ied	145	79
9161	9161	counterseal	countersealing	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
9162	9162	gnarl	gnarl	V;NFIN	no change	Regular	-	2035	2008
9163	9163	hone	honed	V;PST	+d	Irregular	-d	1718	856
9164	9164	maffle	maffle	V;NFIN	no change	Regular	-	2035	2008
9165	9165	outswear	outswearing	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
9166	9166	infumate	infumated	V;PST	+d	Irregular	-d	1718	856
9167	9167	gmail	gmail	V;NFIN	no change	Regular	-	2035	2008
9168	9168	cohabitate	cohabitated	V;PST	+d	Irregular	-d	1718	856
9169	9169	sycophantize	sycophantized	V;PST	+d	Irregular	-d	1718	856
9170	9170	hand	hand	V;NFIN	no change	Regular	-	2035	2008
9171	9171	depoliticalize	depoliticalize	V;NFIN	no change	Regular	-	2035	2008
9172	9172	unsolve	unsolve	V;NFIN	no change	Regular	-	2035	2008
9173	9173	secretary	secretaries	V;3;SG;PRS	y-ies	Irregular	y-ies	74	74
9174	9174	ake	aked	V;V.PTCP;PST	+d	Irregular	-d	1718	862
9175	9175	disarray	disarraying	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
9176	9176	study	studied	V;PST	y-ied	Irregular	y-ied	145	79
9177	9177	reiterate	reiterates	V;3;SG;PRS	+s	Regular	-s	1842	1842
9178	9178	colour-coordinate	colour-coordinated	V;PST	+d	Irregular	-d	1718	856
9179	9179	fasciate	fasciating	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
9180	9180	forbruise	forbruise	V;NFIN	no change	Regular	-	2035	2008
9181	9181	velarise	velarising	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
9182	9182	incuse	incuse	V;NFIN	no change	Regular	-	2035	2008
9183	9183	lambast	lambast	V;NFIN	no change	Regular	-	2035	2008
9184	9184	previsualize	previsualized	V;PST	+d	Irregular	-d	1718	856
9185	9185	canonicalize	canonicalized	V;V.PTCP;PST	+d	Irregular	-d	1718	862
9186	9186	overprotect	overprotecting	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
9187	9187	debauch	debauched	V;PST	+ed	Regular	-ed	1605	817
9188	9188	dumbfound	dumbfounding	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
9189	9189	oar	oaring	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
9190	9190	dequantize	dequantizing	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
9191	9191	traduct	traduct	V;NFIN	no change	Regular	-	2035	2008
9192	9192	swot	swot	V;NFIN	no change	Regular	-	2035	2008
9193	9193	ebb	ebbs	V;3;SG;PRS	+s	Regular	-s	1842	1842
9194	9194	undock	undocked	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
9195	9195	behew	behewed	V;PST	+ed	Regular	-ed	1605	817
9196	9196	accrue	accrued	V;V.PTCP;PST	+d	Irregular	-d	1718	862
9197	9197	vag	vagged	V;V.PTCP;PST	double spell	Irregular	-ged	40	22
9198	9198	deprecate	deprecating	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
9199	9199	forlese	forlorn	V;V.PTCP;PST	special	Irregular	ese-orn	1	1
9200	9200	miseducate	miseducate	V;NFIN	no change	Regular	-	2035	2008
9201	9201	jetty	jetties	V;3;SG;PRS	y-ies	Irregular	y-ies	74	74
9202	9202	indagate	indagate	V;NFIN	no change	Regular	-	2035	2008
9203	9203	planch	planch	V;NFIN	no change	Regular	-	2035	2008
9204	9204	boob	boobed	V;PST	+ed	Regular	-ed	1605	817
9205	9205	detune	detuned	V;PST	+d	Irregular	-d	1718	856
9206	9206	guarish	guarish	V;NFIN	no change	Regular	-	2035	2008
9207	9207	avow	avowed	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
9208	9208	sync	syncing	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
9209	9209	dust	dusts	V;3;SG;PRS	+s	Regular	-s	1842	1842
9210	9210	standoff	standoff	V;NFIN	no change	Regular	-	2035	2008
9211	9211	co-star	co-stars	V;3;SG;PRS	+s	Regular	-s	1842	1842
9212	9212	gruntle	gruntle	V;NFIN	no change	Regular	-	2035	2008
9213	9213	fluster	flustered	V;PST	+ed	Regular	-ed	1605	817
9214	9214	blah	blahed	V;PST	+ed	Regular	-ed	1605	817
9215	9215	betrail	betrailed	V;PST	+ed	Regular	-ed	1605	817
9216	9216	accede	accede	V;NFIN	no change	Regular	-	2035	2008
9217	9217	enhabit	enhabits	V;3;SG;PRS	+s	Regular	-s	1842	1842
9218	9218	transship	transshipped	V;V.PTCP;PST	double spell	Irregular	-ped	54	28
9219	9219	rehire	rehiring	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
9220	9220	alphabetise	alphabetising	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
9221	9221	head-butt	head-butt	V;NFIN	no change	Regular	-	2035	2008
9222	9222	unpinion	unpinioned	V;V.PTCP;PST	+ed	Regular	-ed	1605	788
9223	9223	axe	axe	V;NFIN	no change	Regular	-	2035	2008
9224	9224	mediatise	mediatise	V;NFIN	no change	Regular	-	2035	2008
9225	9225	convect	convecting	V;V.PTCP;PRS	+ing	Regular	-ing	949	949
9226	9226	stagnate	stagnated	V;V.PTCP;PST	+d	Irregular	-d	1718	862
9227	9227	blur	blurred	V;PST	double spell	Irregular	-red	18	6
9228	9228	quintuplicate	quintuplicated	V;PST	+d	Irregular	-d	1718	856
9229	9229	upfault	upfault	V;NFIN	no change	Regular	-	2035	2008
9230	9230	levigate	levigated	V;PST	+d	Irregular	-d	1718	856
9231	9231	bejewel	bejewelled	V;V.PTCP;PST	double spell	Irregular	-led	47	27
9232	9232	periclitate	periclitating	V;V.PTCP;PRS	-e+ing	Irregular	e-ing	832	831
